"Lead Shipment Number","Tracking Number","Account Number","Invoice Number","Invoice Date",Service,"Ship Date",Zone,"Actual Weight","Original Billed weight","Proposed Billed Weight",Length,Width,Height,Volume,"Container Type","From City","From Zip","From Country","To City","To Zip","To Country","Current Published Rate","Currrent Discount($)","Proposed Discount(%)","Proposed Published Rate","Proposed Discounted Published Rate","CurrentTotal Surcharges","Proposed Total Surcharges","Fuel Surcharge(%)","Fuel Net Charge","Current Total Cost","Proposed Total Cost",Diff($),currentResi,proposedResi,currentDasC,proposedDasC,currentDasCExt,proposedDasCExt,currentDasR,proposedDasR,currentDasRExt,proposedDasRExt,currentHandling,proposedHandling,currentOs,proposedOs,currentRemoteAk,proposedRemoteAk,currentRemoteHi,proposedRemoteHi,currentAddressCorr,proposedAddressCorr,currentHandlingWt,proposedHandlingWt,currentOverMax,proposedOverMax,currentAdultSig,proposedAdultSig,Exception
1Z3404530366215338,1Z3404530365696437,0000340453,000000340453103,2023-03-11,"Ground Comm(D)",2023-03-07,Miscellaneous,"28.00 lb","28.00 lb","28.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.47,0.00,0.00,,,1.42,,15.50,,10.89,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
,1Z1789X70278668132,00001789X7,0000001789X7143,2023-04-08,"2Day PM(D)",2023-04-01,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,20.48,16.00,15.75,0.00,32.95,16.00,16.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
1Z3404530366215338,1Z3404530365526647,0000340453,000000340453103,2023-03-11,"Ground Comm(D)",2023-03-07,Miscellaneous,"28.00 lb","28.00 lb","28.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.59,0.00,0.00,,,1.44,,15.50,,11.03,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
,1Z1789X70176207126,00001789X7,0000001789X7093,2023-03-04,"1Day AM(D)",2023-02-27,"151-300 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,CLINTON,39056,US,37.11,22.64,75.00,,,9.30,2.90,16.25,0.00,23.77,2.90,20.87,5.85,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70177844356,00001789X7,0000001789X7143,2023-04-08,"1Day AM(D)",2023-04-01,"0-150 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,"BREAUX BRIDGE",70517,US,30.56,16.81,75.00,,,22.83,17.85,15.75,0.00,36.58,17.85,18.73,0.00,0.00,0.00,0.00,0.00,0.00,1.85,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70276183730,00001789X7,0000001789X7093,2023-03-04,"2Day PM(D)",2023-03-01,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,2.12,,16.25,,14.59,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
1Z3404530365130690,1Z3404530365130109,0000340453,000000340453113,2023-03-18,"Ground Comm(D)",2023-03-13,Miscellaneous,"50.00 lb","50.00 lb","50.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,PITTSBURGH,15219,US,17.87,0.00,0.00,,,2.68,,15.50,,20.55,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365130690,1Z3404530366111717,0000340453,000000340453113,2023-03-18,"Ground Comm(D)",2023-03-13,Miscellaneous,"50.00 lb","50.00 lb","50.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,PITTSBURGH,15219,US,17.87,0.00,0.00,,,2.68,,15.50,,20.55,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
,1Z1789X70176805800,00001789X7,0000001789X7073,2023-02-18,"1Day AM(D)",2023-02-13,"151-300 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,CLINTON,39056,US,37.11,22.64,75.00,,,2.64,,18.25,,17.11,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
1Z3404530365130690,1Z3404530367199524,0000340453,000000340453113,2023-03-18,"Ground Comm(D)",2023-03-13,Miscellaneous,"50.00 lb","50.00 lb","50.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,PITTSBURGH,15219,US,17.89,0.00,0.00,,,2.68,,15.50,,20.57,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
,1Z1789X70277896021,00001789X7,0000001789X7073,2023-02-18,"2Day PM(D)",2023-02-15,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,2.28,,18.25,,14.75,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70278426554,00001789X7,0000001789X7173,2023-04-29,"2Day PM(D)",2023-04-21,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,1.96,,15.75,,14.43,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70276044069,00001789X7,0000001789X7023,2023-01-14,"2Day PM(D)",2023-01-13,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,2.15,,19.50,,14.62,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70276446269,00001789X7,0000001789X7053,2023-02-04,"2Day PM(D)",2023-01-26,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,"NEW ORLEANS",701233170,US,ATLANTA,30349,US,24.66,12.19,71.00,,,2.31,,20.25,,14.78,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70276901098,00001789X7,0000001789X7053,2023-02-04,"2Day PM(D)",2023-02-01,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,2.65,,21.25,,15.12,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
1Z3404530367874259,1Z3404530367874259,0000340453,000000340453033,2023-01-21,"Ground Comm(D)",2023-01-16,Miscellaneous,"30.00 lb","30.00 lb","30.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.48,0.00,0.00,,,1.47,,16.25,,10.95,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530367874259,1Z3404530366848860,0000340453,000000340453033,2023-01-21,"Ground Comm(D)",2023-01-16,Miscellaneous,"30.00 lb","30.00 lb","30.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.48,0.00,0.00,,,1.47,,16.25,,10.95,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530367874259,1Z3404530365989675,0000340453,000000340453033,2023-01-21,"Ground Comm(D)",2023-01-16,Miscellaneous,"30.00 lb","30.00 lb","30.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.48,0.00,0.00,,,1.47,,16.25,,10.95,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530367874259,1Z3404530366700689,0000340453,000000340453033,2023-01-21,"Ground Comm(D)",2023-01-16,Miscellaneous,"30.00 lb","30.00 lb","30.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.48,0.00,0.00,,,1.47,,16.25,,10.95,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530367874259,1Z3404530366065894,0000340453,000000340453033,2023-01-21,"Ground Comm(D)",2023-01-16,Miscellaneous,"30.00 lb","30.00 lb","30.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.48,0.00,0.00,,,1.47,,16.25,,10.95,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
,1Z1789X70276129325,00001789X7,0000001789X7113,2023-03-18,"2Day PM(D)",2023-03-14,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,2.21,,17.75,,14.68,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
1Z3404530367874259,1Z3404530366449309,0000340453,000000340453033,2023-01-21,"Ground Comm(D)",2023-01-16,Miscellaneous,"30.00 lb","30.00 lb","30.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.48,0.00,0.00,,,1.47,,16.25,,10.95,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530367874259,1Z3404530367094913,0000340453,000000340453033,2023-01-21,"Ground Comm(D)",2023-01-16,Miscellaneous,"30.00 lb","30.00 lb","30.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.48,0.00,0.00,,,1.47,,16.25,,10.95,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530367874259,1Z3404530367726721,0000340453,000000340453033,2023-01-21,"Ground Comm(D)",2023-01-16,Miscellaneous,"30.00 lb","30.00 lb","30.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.48,0.00,0.00,,,1.47,,16.25,,10.95,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530367874259,1Z3404530366148732,0000340453,000000340453033,2023-01-21,"Ground Comm(D)",2023-01-16,Miscellaneous,"30.00 lb","30.00 lb","30.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.48,0.00,0.00,,,1.47,,16.25,,10.95,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530367874259,1Z3404530367844942,0000340453,000000340453033,2023-01-21,"Ground Comm(D)",2023-01-16,Miscellaneous,"30.00 lb","30.00 lb","30.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.48,0.00,0.00,,,1.47,,16.25,,10.95,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530367874259,1Z3404530365579359,0000340453,000000340453033,2023-01-21,"Ground Comm(D)",2023-01-16,Miscellaneous,"30.00 lb","30.00 lb","30.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.48,0.00,0.00,,,1.47,,16.25,,10.95,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530367874259,1Z3404530366995960,0000340453,000000340453033,2023-01-21,"Ground Comm(D)",2023-01-16,Miscellaneous,"30.00 lb","30.00 lb","30.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.48,0.00,0.00,,,1.47,,16.25,,10.95,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
,1Z4886930193876715,0000E31162,000000E31162133,2023-04-01,"1Day AM(D)",2023-03-29,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,STOW,44224,US,CHATTANOOGA,37421,US,47.32,28.87,75.00,,,3.70,0.00,15.75,0.00,22.15,0.00,22.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"This shipment cannot be modeled at the moment"
1Z3404530366451789,1Z3404530366451789,0000340453,000000340453033,2023-01-21,"Ground Comm(D)",2023-01-17,Miscellaneous,"32.00 lb","38.00 lb","38.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,DUBLIN,31021,US,17.99,0.00,0.00,,,2.79,,16.25,,20.78,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
,1Z1789X70276179101,00001789X7,0000001789X7103,2023-03-11,"2Day PM(D)",2023-03-08,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,2.09,,16.75,,14.56,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
1Z3404530366451789,1Z3404530366578992,0000340453,000000340453033,2023-01-21,"Ground Comm(D)",2023-01-17,Miscellaneous,"32.00 lb","38.00 lb","38.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,DUBLIN,31021,US,17.99,0.00,0.00,,,2.79,,16.25,,20.78,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530366451789,1Z3404530366764405,0000340453,000000340453033,2023-01-21,"Ground Comm(D)",2023-01-17,Miscellaneous,"32.00 lb","38.00 lb","38.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,DUBLIN,31021,US,17.99,0.00,0.00,,,2.79,,16.25,,20.78,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530366451789,1Z3404530365052015,0000340453,000000340453033,2023-01-21,"Ground Comm(D)",2023-01-17,Miscellaneous,"32.00 lb","37.00 lb","37.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,DUBLIN,31021,US,17.53,0.00,0.00,,,2.72,,16.25,,20.25,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
,1Z1789X70277321687,00001789X7,0000001789X7213,2023-05-27,"2Day PM(D)",2023-05-24,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,1.74,,14.00,,14.21,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70278852343,00001789X7,0000001789X7223,2023-06-03,"2Day PM(D)",2023-05-24,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,"NEW ORLEANS",701233170,US,ATLANTA,30349,US,24.66,12.19,71.00,,,1.74,,14.00,,14.21,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70276810561,00001789X7,0000001789X7223,2023-06-03,"2Day PM(D)",2023-05-26,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,1.74,,14.00,,14.21,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70276229226,00001789X7,0000001789X7233,2023-06-10,"2Day PM(D)",2023-06-02,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,1.74,,14.00,,14.21,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70276212092,00001789X7,0000001789X7193,2023-05-13,"2Day PM(D)",2023-05-05,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,"NEW ORLEANS",701233170,US,ATLANTA,30349,US,24.66,12.19,71.00,,,1.77,,14.25,,14.24,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70277521416,00001789X7,0000001789X7203,2023-05-20,"2Day PM(D)",2023-05-16,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,1.65,,13.25,,14.12,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70277590100,00001789X7,0000001789X7243,2023-06-17,"2Day PM(D)",2023-06-12,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,"NEW ORLEANS",701233170,US,ATLANTA,30349,US,24.66,12.19,71.00,,,1.68,,13.50,,14.15,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70276436930,00001789X7,0000001789X7253,2023-06-24,"2Day PM(D)",2023-06-15,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,"NEW ORLEANS",701233170,US,ATLANTA,30349,US,24.66,12.19,71.00,,,1.68,,13.50,,14.15,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70277212769,00001789X7,0000001789X7253,2023-06-24,"2Day PM(D)",2023-06-16,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,1.68,,13.50,,14.15,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z6954AF0196855396,00006954AF,0000006954AF283,2023-07-15,"1Day AM(D)",2023-07-12,"0-150 Miles","1.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,ANTIOCH,37013,US,MURRAY,42071,US,30.56,16.81,75.00,,,4.53,2.25,14.00,0.00,18.28,2.25,16.03,0.00,0.00,0.00,0.00,2.25,2.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70277873626,00001789X7,0000001789X7283,2023-07-15,"2Day PM(D)",2023-07-10,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,"NEW ORLEANS",701233170,US,ATLANTA,30349,US,24.66,12.19,71.00,,,1.77,,14.00,,14.24,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
1Z3404530365920747,1Z3404530365776252,0000340453,000000340453303,2023-07-29,"Ground Comm(D)",2023-07-26,Miscellaneous,"27.00 lb","27.00 lb","27.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.47,0.00,0.00,,,1.33,,14.00,,10.80,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365920747,1Z3404530367891150,0000340453,000000340453303,2023-07-29,"Ground Comm(D)",2023-07-26,Miscellaneous,"27.00 lb","27.00 lb","27.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.47,0.00,0.00,,,1.33,,14.00,,10.80,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365920747,1Z3404530367663763,0000340453,000000340453303,2023-07-29,"Ground Comm(D)",2023-07-26,Miscellaneous,"27.00 lb","27.00 lb","27.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.47,0.00,0.00,,,1.33,,14.00,,10.80,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
