"Tracking Number","Invoice Number","Normalized Charge Code Name","Carrier Charge Code Name","Current Published Rate","Current Net Amount","Proposed Published Rate","Proposed Discount Percentage","Proposed Discount Amount","Proposed Net Amount","Difference ($)"
1Z3X914A0394405588,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0394405588,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0394039313,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.24,2.52,2.31,0.00,0.00,2.31,0.21
1Z3X914A0394039313,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0393307847,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",5.78,3.55,2.36,0.00,0.00,2.36,1.19
1Z3X914A0395382726,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.02,2.46,2.46,0.00,0.00,2.46,0
1Z3X914A0395382726,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0391534453,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",6.13,3.77,2.49,0.00,0.00,2.49,1.28
1Z3X914A0394938431,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.00,2.35,2.31,0.00,0.00,2.31,0.04
1Z3X914A0394938431,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0399961192,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.72,2.77,2.42,0.00,0.00,2.42,0.35
1Z3X914A0399961192,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0393828043,0000003X914A114,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0393828043,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,9.91,0.00,0.00,9.91,0.63
1Z3X914A0393828043,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0399220410,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.72,2.77,2.42,0.00,0.00,2.42,0.35
1Z3X914A0399220410,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390638656,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",7.62,4.93,3.91,0.00,0.00,3.91,1.02
1Z3X914A0390638656,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398974368,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.72,2.77,2.42,0.00,0.00,2.42,0.35
1Z3X914A0398974368,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391847473,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",7.44,4.57,3.89,0.00,0.00,3.89,0.68
1Z3X914A0393210469,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.59,2.59,2.31,0.00,0.00,2.31,0.28
1Z3X914A0393210469,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398301950,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.72,2.77,2.42,0.00,0.00,2.42,0.35
1Z3X914A0398301950,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398164877,0000003X914A114,"Additional Handling","ADDL. HANDLING LONGEST SIDE",28.25,28.25,27.00,0.00,0.00,27,1.25
1Z3X914A0398164877,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.44,7.58,7.11,0.00,0.00,7.11,0.47
1Z3X914A0398164877,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398164877,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0397112586,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",2.66,1.85,1.69,0.00,0.00,1.69,0.16
1Z3X914A0398287986,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.72,2.77,2.42,0.00,0.00,2.42,0.35
1Z3X914A0398287986,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391533687,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",2.75,2.46,2.46,0.00,0.00,2.46,0
1Z3X914A0391533687,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0397200007,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.72,2.77,2.42,0.00,0.00,2.42,0.35
1Z3X914A0397200007,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0395241799,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",4.84,3.32,2.52,0.00,0.00,2.52,0.8
1Z3X914A0395241799,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390218323,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",4.63,3.25,2.56,0.00,0.00,2.56,0.69
1Z3X914A0390218323,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0397166439,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,3.91,0.00,0.00,3.91,1.29
1Z3X914A0397166439,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0397134151,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.50,2.75,2.46,0.00,0.00,2.46,0.29
1Z3X914A0397134151,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0398230821,0000003X914A114,"Additional Handling","ADDL. HANDLING LONGEST SIDE",28.25,28.25,27.00,0.00,0.00,27,1.25
1Z3X914A0398230821,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.44,7.58,7.11,0.00,0.00,7.11,0.47
1Z3X914A0398230821,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398230821,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0396766524,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",4.85,3.10,2.53,0.00,0.00,2.53,0.57
1Z3X914A0398531649,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,3.91,0.00,0.00,3.91,1.29
1Z3X914A0398531649,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0396438923,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,3.91,0.00,0.00,3.91,1.29
1Z3X914A0396438923,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398380919,0000003X914A114,"Additional Handling","ADDL. HANDLING LONGEST SIDE",28.25,28.25,27.00,0.00,0.00,27,1.25
1Z3X914A0398380919,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.44,7.58,7.11,0.00,0.00,7.11,0.47
1Z3X914A0398380919,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398380919,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0393554633,0000003X914A114,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0393554633,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,9.91,0.00,0.00,9.91,0.63
1Z3X914A0393554633,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0399531745,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",4.22,2.70,1.98,0.00,0.00,1.98,0.72
1Z3X914A0391075217,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.24,2.52,2.31,0.00,0.00,2.31,0.21
1Z3X914A0391075217,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0199966968,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",87.03,49.03,25.18,0.00,0.00,25.18,23.85
1Z3X914A0199966968,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0295052978,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",44.69,26.73,16.25,0.00,0.00,16.25,10.48
1Z3X914A0295052978,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391109387,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.97,2.95,2.57,0.00,0.00,2.57,0.38
1Z3X914A0391109387,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390074425,0000003X914A114,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0390074425,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,9.91,0.00,0.00,9.91,0.63
1Z3X914A0390074425,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0390162357,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.65,2.86,2.46,0.00,0.00,2.46,0.4
1Z3X914A0390162357,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0394333405,0000003X914A114,"Additional Handling","ADDL. HANDLING LONGEST SIDE",28.25,28.25,27.00,0.00,0.00,27,1.25
1Z3X914A0394333405,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",12.74,10.75,9.41,0.00,0.00,9.41,1.34
1Z3X914A0394333405,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,5.70,0.00,0.00,5.7,0
1Z3X914A0394333405,0000003X914A114,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0394333405,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0360784527,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.82,1.96,1.66,0.00,0.00,1.66,0.3
1Z3X914A0390136715,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.39,2.67,2.42,0.00,0.00,2.42,0.25
1Z3X914A0390136715,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
K3199945248,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.47,2.47,1.69,0.00,0.00,1.69,0.78
1Z3X914A0359222547,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.77,4.73,3.50,0.00,0.00,3.5,1.23
1Z3X914A0359222547,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359222547,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0359109161,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.31,4.05,2.61,0.00,0.00,2.61,1.44
1Z3X914A0359109161,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
K3192267672,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",6.97,4.59,3.17,0.00,0.00,3.17,1.42
1Z3X914A0359523034,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.52,5.26,3.80,0.00,0.00,3.8,1.46
1Z3X914A0359523034,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359523034,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
K3192267681,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.52,2.60,1.66,0.00,0.00,1.66,0.94
1Z3X914A0358041084,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.91,3.77,2.52,0.00,0.00,2.52,1.25
1Z3X914A0358041084,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0359719421,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.52,5.26,3.80,0.00,0.00,3.8,1.46
1Z3X914A0359719421,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359719421,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0358769601,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.21,4.95,3.49,0.00,0.00,3.49,1.46
1Z3X914A0358769601,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,5.70,0.00,0.00,5.7,0
1Z3X914A0358769601,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0359978651,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.45,2.85,2.26,0.00,0.00,2.26,0.59
1Z3X914A0359978651,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0360222188,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.31,4.05,2.61,0.00,0.00,2.61,1.44
1Z3X914A0360222188,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0358263282,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.45,2.85,2.26,0.00,0.00,2.26,0.59
1Z3X914A0358263282,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0358553594,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.91,3.77,2.52,0.00,0.00,2.52,1.25
1Z3X914A0358553594,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0359060696,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",3.64,3.00,2.26,0.00,0.00,2.26,0.74
1Z3X914A0359060696,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0359914326,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.30,4.39,3.45,0.00,0.00,3.45,0.94
1Z3X914A0359914326,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359914326,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0359702706,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",6.12,4.98,3.71,0.00,0.00,3.71,1.27
1Z3X914A0359702706,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359702706,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0360180063,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.31,4.05,2.61,0.00,0.00,2.61,1.44
1Z3X914A0360180063,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0398374515,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.94,4.13,3.51,0.00,0.00,3.51,0.62
1Z3X914A0398374515,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0398374515,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0391708033,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.53,2.64,2.27,0.00,0.00,2.27,0.37
1Z3X914A0391708033,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390900817,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.24,1.69,1.66,0.00,0.00,1.66,0.03
1Z3X914A0290647004,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",13.36,8.72,6.45,0.00,0.00,6.45,2.27
1Z3X914A0290647004,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",5.85,5.85,5.85,0.00,0.00,5.85,0
1Z3X914A0290647004,0000003X914A164,"Residential Fee","Residential Surcharge",6.20,6.20,6.15,0.00,0.00,6.15,0.05
1Z3X914A0358919396,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.56,1.86,1.66,0.00,0.00,1.66,0.2
1Z3X914A0399862414,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0399862414,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",12.62,10.25,9.52,0.00,0.00,9.52,0.73
1Z3X914A0399862414,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z4542390343064354,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.56,1.86,1.69,0.00,0.00,1.69,0.17
1Z3X914A0399286378,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",6.07,3.73,2.39,0.00,0.00,2.39,1.34
1Z3X914A0398769983,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0398769983,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,9.75,0.00,0.00,9.75,0.79
1Z3X914A0398769983,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0395963198,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0395963198,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,9.75,0.00,0.00,9.75,0.79
1Z3X914A0395963198,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z7268320376546819,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",8.23,5.06,3.53,0.00,0.00,3.53,1.53
1Z3X914A0396643291,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",6.13,3.77,2.49,0.00,0.00,2.49,1.28
1Z3X914A0394927087,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.41,1.75,1.69,0.00,0.00,1.69,0.06
1Z3X914A0397874085,0000003X914A164,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0397874085,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",5.42,4.35,3.91,0.00,0.00,3.91,0.44
1Z3X914A0393999109,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.44,2.58,2.31,0.00,0.00,2.31,0.27
1Z3X914A0393999109,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391872874,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.63,2.62,2.32,0.00,0.00,2.32,0.3
1Z3X914A0391872874,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391771965,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.94,4.13,3.51,0.00,0.00,3.51,0.62
1Z3X914A0391771965,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0391771965,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0399648469,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.50,2.71,2.31,0.00,0.00,2.31,0.4
1Z3X914A0399648469,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398960051,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.71,2.97,2.30,0.00,0.00,2.3,0.67
1Z3X914A0398960051,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0397760420,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.19,2.12,1.69,0.00,0.00,1.69,0.43
1Z3X914A0396952037,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.59,2.94,2.14,0.00,0.00,2.14,0.8
1Z3X914A0392029542,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.75,2.46,2.46,0.00,0.00,2.46,0
1Z3X914A0392029542,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0393808056,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.73,2.69,2.32,0.00,0.00,2.32,0.37
1Z3X914A0393808056,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0393109445,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.24,2.52,2.31,0.00,0.00,2.31,0.21
1Z3X914A0393109445,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0394220152,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.94,4.13,3.51,0.00,0.00,3.51,0.62
1Z3X914A0394220152,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0394220152,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0196733241,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",24.09,13.79,8.92,0.00,0.00,8.92,4.87
1Z3X914A0196733241,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0394659822,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.02,2.46,2.42,0.00,0.00,2.42,0.04
1Z3X914A0394659822,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0391988973,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.94,4.13,3.51,0.00,0.00,3.51,0.62
1Z3X914A0391988973,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0391988973,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.89,30.00,0.08,3.81,1.84
1Z3X914A0394794391,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",5.47,3.60,3.10,0.00,0.00,3.1,0.5
1Z3X914A0394794391,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391515956,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.43,2.19,1.73,0.00,0.00,1.73,0.46
1Z3X914A0391318982,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.35,2.64,2.42,0.00,0.00,2.42,0.22
1Z3X914A0391318982,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0390759936,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.24,2.52,2.27,0.00,0.00,2.27,0.25
1Z3X914A0390759936,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398790173,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",9.58,6.13,5.20,0.00,0.00,5.2,0.93
1Z3X914A0398790173,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398441782,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",9.83,6.28,5.20,0.00,0.00,5.2,1.08
1Z3X914A0398441782,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0395032167,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",9.58,6.13,5.20,0.00,0.00,5.2,0.93
1Z3X914A0395032167,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390923721,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.39,2.67,2.42,0.00,0.00,2.42,0.25
1Z3X914A0390923721,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0399282998,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.52,2.89,2.33,0.00,0.00,2.33,0.56
1Z3X914A0395922008,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0395922008,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,9.75,0.00,0.00,9.75,0.79
1Z3X914A0395922008,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0399152324,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",7.62,4.93,4.15,0.00,0.00,4.15,0.78
