"Tracking Number","Invoice Number","Normalized Charge Code Name","Carrier Charge Code Name","Current Published Rate","Current Net Amount","Proposed Published Rate","Proposed Discount Percentage","Proposed Discount Amount","Proposed Net Amount","Difference ($)"
1Z3209700361378116,000000320970153,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1Z3209700361378116,000000320970153,"Fuel Surcharge","Fuel Surcharge",9.74,6.24,4.43,0.00,0.00,4.43,1.81
1Z3657440347379826,000000365744153,"Fuel Surcharge","Fuel Surcharge",2.45,1.42,1.37,0.00,0.00,1.37,0.05
1Z2249770363328615,000000224977163,"Fuel Surcharge","Fuel Surcharge",4.42,2.39,1.49,0.00,0.00,1.49,0.9
1Z3209700362051136,000000320970173,Handling,"ADDL. HANDLING WEIGHT",31.50,22.05,15.75,50.00,0.03,15.72,6.33
1Z3209700362051136,000000320970173,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1Z3209700362051136,000000320970173,"Fuel Surcharge","Fuel Surcharge",10.65,6.73,4.73,0.00,0.00,4.73,2
1Z3472040375226498,000000347204183,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z3472040375226498,000000347204183,"Fuel Surcharge","Fuel Surcharge",2.83,1.91,1.72,0.00,0.00,1.72,0.19
1Z97065R0353639871,00000097065R013,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z97065R0353639871,00000097065R013,Handling,"ADDL. HANDLING LONGEST SIDE",18.50,12.95,9.25,50.00,0.05,9.2,3.75
1Z97065R0353639871,00000097065R013,"Peak Surcharge","PEAK/DEMAND SURCHARGE-ADDL HANDLING",6.50,6.50,6.50,50.00,0.08,6.42,0.08
1Z97065R0353639871,00000097065R013,"Fuel Surcharge","Fuel Surcharge",7.65,5.39,4.39,0.00,0.00,4.39,1
1ZAW51910351903043,000000365744033,"Fuel Surcharge","Fuel Surcharge",2.26,1.49,1.48,0.00,0.00,1.48,0.01
1Z10710F0354756657,00000010710F043,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z10710F0354756657,00000010710F043,"Declared Value","Declared Value",3.90,0.74,1.95,50.00,0.26,1.69,-0.95
1Z10710F0354756657,00000010710F043,"Fuel Surcharge","Fuel Surcharge",3.83,2.41,1.87,0.00,0.00,1.87,0.54
1Z3657440346949079,000000365744043,"Fuel Surcharge","Fuel Surcharge",2.57,1.49,1.48,0.00,0.00,1.48,0.01
1Z10710F0353698089,00000010710F053,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z10710F0353698089,00000010710F053,"Declared Value","Declared Value",3.90,1.48,1.95,50.00,0.26,1.69,-0.21
1Z10710F0353698089,00000010710F053,"Fuel Surcharge","Fuel Surcharge",2.59,1.72,1.78,0.00,0.00,1.78,-0.06
1Z97065R0352910248,00000097065R053,Handling,"ADDL. HANDLING LONGEST SIDE",18.50,12.95,9.25,50.00,0.05,9.2,3.75
1Z97065R0352910248,00000097065R053,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1Z97065R0352910248,00000097065R053,"Fuel Surcharge","Fuel Surcharge",7.34,4.68,3.55,0.00,0.00,3.55,1.13
1Z97065R0352816529,00000097065R053,"Fuel Surcharge","Fuel Surcharge",1.90,1.43,1.48,0.00,0.00,1.48,-0.05
1Z10710F0354809215,00000010710F063,"Declared Value","Declared Value",3.90,0.74,1.95,50.00,0.26,1.69,-0.95
1Z10710F0354809215,00000010710F063,"Fuel Surcharge","Fuel Surcharge",1.99,1.43,1.48,0.00,0.00,1.48,-0.05
1Z10710F0354776475,00000010710F073,"Declared Value","Declared Value",3.90,0.74,1.95,50.00,0.26,1.69,-0.95
1Z10710F0354776475,00000010710F073,"Fuel Surcharge","Fuel Surcharge",2.50,1.45,1.46,0.00,0.00,1.46,-0.01
1Z3657440348230135,000000365744073,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3657440348230135,000000365744073,"Fuel Surcharge","Fuel Surcharge",3.15,1.78,1.75,0.00,0.00,1.75,0.03
1Z97065R0353605111,00000097065R083,"Fuel Surcharge","Fuel Surcharge",2.34,1.39,1.43,0.00,0.00,1.43,-0.04
1Z10710F0353699828,00000010710F103,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z10710F0353699828,00000010710F103,"Declared Value","Declared Value",31.20,17.02,15.60,50.00,0.03,15.57,1.45
1Z10710F0353699828,00000010710F103,"Fuel Surcharge","Fuel Surcharge",5.08,3.14,1.87,0.00,0.00,1.87,1.27
1ZAW51910375493433,000000365744103,"Fuel Surcharge","Fuel Surcharge",2.28,1.50,1.41,0.00,0.00,1.41,0.09
1Z10710F0352835299,00000010710F133,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z10710F0352835299,00000010710F133,"Declared Value","Declared Value",9.10,4.44,4.55,50.00,0.11,4.44,8.8817841970013E-16
1Z10710F0352835299,00000010710F133,"Fuel Surcharge","Fuel Surcharge",2.86,1.64,1.67,0.00,0.00,1.67,-0.03
1Z3472040376772735,000000347204133,"Fuel Surcharge","Fuel Surcharge",2.15,1.36,1.39,0.00,0.00,1.39,-0.03
1Z3657440348271538,000000365744133,"Fuel Surcharge","Fuel Surcharge",2.45,1.42,1.39,0.00,0.00,1.39,0.03
1Z10710F0354966911,00000010710F153,"Fuel Surcharge","Fuel Surcharge",2.26,1.34,1.37,0.00,0.00,1.37,-0.03
1Z3472040376833919,000000347204163,"Fuel Surcharge","Fuel Surcharge",2.87,1.64,1.37,0.00,0.00,1.37,0.27
1Z6954AF0391278140,0000006954AF163,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z6954AF0391278140,0000006954AF163,"Fuel Surcharge","Fuel Surcharge",5.50,2.95,1.95,0.00,0.00,1.95,1
1Z2249770363213480,000000224977173,"Fuel Surcharge","Fuel Surcharge",1.77,1.34,1.37,0.00,0.00,1.37,-0.03
1Z3472040374713909,000000347204173,"Fuel Surcharge","Fuel Surcharge",2.08,1.34,1.37,0.00,0.00,1.37,-0.03
1Z10710F0353368766,00000010710F183,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.50,2.25,2.25,50.00,0.22,2.03,0.22
1Z10710F0353368766,00000010710F183,"Declared Value","Declared Value",9.10,4.44,4.55,50.00,0.11,4.44,8.8817841970013E-16
1Z10710F0353368766,00000010710F183,"Fuel Surcharge","Fuel Surcharge",2.74,1.65,1.67,0.00,0.00,1.67,-0.02
1Z3817790336757248,000000365744183,"Fuel Surcharge","Fuel Surcharge",1.74,1.32,1.34,0.00,0.00,1.34,-0.02
1Z97065R0353372220,00000097065R013,"Fuel Surcharge","Fuel Surcharge",1.96,1.41,1.46,0.00,0.00,1.46,-0.05
1Z97065R0353886078,00000097065R023,"Fuel Surcharge","Fuel Surcharge",1.81,1.41,1.46,0.00,0.00,1.46,-0.05
1Z97065R0352717074,00000097065R033,Handling,"ADDL. HANDLING LONGEST SIDE",18.50,12.95,9.25,50.00,0.05,9.2,3.75
1Z97065R0352717074,00000097065R033,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",6.50,6.50,6.50,50.00,0.08,6.42,0.08
1Z97065R0352717074,00000097065R033,"Fuel Surcharge","Fuel Surcharge",7.31,4.88,4.04,0.00,0.00,4.04,0.84
1Z97065R0354229446,00000097065R043,"Fuel Surcharge","Fuel Surcharge",1.98,1.41,1.46,0.00,0.00,1.46,-0.05
1Z97065R0353180044,00000097065R043,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z97065R0353180044,00000097065R043,"Fuel Surcharge","Fuel Surcharge",2.69,1.90,1.87,0.00,0.00,1.87,0.03
1Z10710F0352682605,00000010710F053,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z10710F0352682605,00000010710F053,"Declared Value","Declared Value",3.90,1.48,1.95,50.00,0.26,1.69,-0.21
1Z10710F0352682605,00000010710F053,"Fuel Surcharge","Fuel Surcharge",3.09,1.97,1.90,0.00,0.00,1.9,0.07
1Z3657440347687887,000000365744053,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3657440347687887,000000365744053,"Fuel Surcharge","Fuel Surcharge",3.15,1.78,1.75,0.00,0.00,1.75,0.03
1Z3209700360370643,000000320970063,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z3209700360370643,000000320970063,"Fuel Surcharge","Fuel Surcharge",2.89,1.92,1.90,0.00,0.00,1.9,0.02
1Z3657440347239870,000000365744063,"Fuel Surcharge","Fuel Surcharge",2.61,1.51,1.48,0.00,0.00,1.48,0.03
1Z97065R0352665353,00000097065R073,"Fuel Surcharge","Fuel Surcharge",2.37,1.41,1.46,0.00,0.00,1.46,-0.05
1Z3472040372369189,000000347204093,"Fuel Surcharge","Fuel Surcharge",3.43,1.85,1.43,0.00,0.00,1.43,0.42
1ZY82V930391773719,0000006954AF093,"Fuel Surcharge","Fuel Surcharge",1.84,1.39,1.43,0.00,0.00,1.43,-0.04
1Z3657440348399142,000000365744103,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.50,2.25,2.25,50.00,0.22,2.03,0.22
1Z3657440348399142,000000365744103,"Fuel Surcharge","Fuel Surcharge",3.22,1.81,1.79,0.00,0.00,1.79,0.02
1Z97065R0353710542,00000097065R103,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z97065R0353710542,00000097065R103,Handling,"ADDL. HANDLING WEIGHT",29.00,20.30,14.50,50.00,0.03,14.47,5.83
1Z97065R0353710542,00000097065R103,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1Z97065R0353710542,00000097065R103,"Fuel Surcharge","Fuel Surcharge",9.38,6.34,4.60,0.00,0.00,4.6,1.74
1Z10710F0354653991,00000010710F113,"Fuel Surcharge","Fuel Surcharge",1.80,1.36,1.41,0.00,0.00,1.41,-0.05
1ZA9690R0352670129,000000365744113,"Declared Value","Declared Value",6.50,2.96,3.25,50.00,0.15,3.1,-0.14
1ZA9690R0352670129,000000365744113,"Fuel Surcharge","Fuel Surcharge",2.66,1.54,1.41,0.00,0.00,1.41,0.13
1Z97065R0354311696,00000097065R113,Handling,"ADDL. HANDLING LONGEST SIDE",18.50,12.95,9.25,50.00,0.05,9.2,3.75
1Z97065R0354311696,00000097065R113,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1Z97065R0354311696,00000097065R113,"Fuel Surcharge","Fuel Surcharge",6.57,4.23,3.39,0.00,0.00,3.39,0.84
1Z10710F0352852645,00000010710F123,"Declared Value","Declared Value",3.90,0.74,1.95,50.00,0.26,1.69,-0.95
1Z10710F0352852645,00000010710F123,"Fuel Surcharge","Fuel Surcharge",1.58,1.37,1.39,0.00,0.00,1.39,-0.02
1Z3209700361176825,000000320970123,"Fuel Surcharge","Fuel Surcharge",2.86,1.63,1.41,0.00,0.00,1.41,0.22
1Z3657440347880220,000000365744123,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z3657440347880220,000000365744123,"Fuel Surcharge","Fuel Surcharge",3.25,2.09,1.78,0.00,0.00,1.78,0.31
1Z3209700360191408,000000320970133,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3209700360191408,000000320970133,"Fuel Surcharge","Fuel Surcharge",2.54,1.62,1.67,0.00,0.00,1.67,-0.05
1Z3657440347735093,000000365744133,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3657440347735093,000000365744133,"Fuel Surcharge","Fuel Surcharge",3.05,1.72,1.67,0.00,0.00,1.67,0.05
1Z3657440347287596,000000365744143,"Fuel Surcharge","Fuel Surcharge",2.45,1.42,1.39,0.00,0.00,1.39,0.03
1Z3817790335954643,000000365744143,"Fuel Surcharge","Fuel Surcharge",1.55,1.34,1.37,0.00,0.00,1.37,-0.03
1Z2249770364131441,000000224977153,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z2249770364131441,000000224977153,"Fuel Surcharge","Fuel Surcharge",9.76,6.13,3.40,0.00,0.00,3.4,2.73
1Z3657440348630355,000000365744153,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3657440348630355,000000365744153,"Fuel Surcharge","Fuel Surcharge",2.99,1.69,1.64,0.00,0.00,1.64,0.05
1Z2249770362045824,000000224977163,"Fuel Surcharge","Fuel Surcharge",3.59,1.94,1.37,0.00,0.00,1.37,0.57
1Z2249770362751721,000000224977163,"Fuel Surcharge","Fuel Surcharge",2.01,1.34,1.37,0.00,0.00,1.37,-0.03
1Z3657440348581435,000000365744163,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.50,2.25,2.25,50.00,0.22,2.03,0.22
1Z3657440348581435,000000365744163,"Fuel Surcharge","Fuel Surcharge",3.11,1.75,1.70,0.00,0.00,1.7,0.05
1Z3657440347423465,000000365744173,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3657440347423465,000000365744173,"Fuel Surcharge","Fuel Surcharge",2.99,1.69,1.64,0.00,0.00,1.64,0.05
1Z6954AF0392298966,0000006954AF173,"Fuel Surcharge","Fuel Surcharge",2.14,1.35,1.37,0.00,0.00,1.37,-0.02
1Z2249770362947047,000000224977183,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z2249770362947047,000000224977183,"Fuel Surcharge","Fuel Surcharge",2.45,1.77,1.72,0.00,0.00,1.72,0.05
1Z3407250373923955,000000340725183,"Fuel Surcharge","Fuel Surcharge",3.16,1.71,1.34,0.00,0.00,1.34,0.37
1Z3209700359454145,000000320970013,"Fuel Surcharge","Fuel Surcharge",5.76,3.11,1.96,0.00,0.00,1.96,1.15
1Z3657440347439270,000000365744013,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.50,2.25,2.25,50.00,0.22,2.03,0.22
1Z3657440347439270,000000365744013,"Fuel Surcharge","Fuel Surcharge",3.27,1.84,1.82,0.00,0.00,1.82,0.02
1Z10710F0353308240,00000010710F023,"Declared Value","Declared Value",6.50,2.96,3.25,50.00,0.15,3.1,-0.14
1Z10710F0353308240,00000010710F023,"Fuel Surcharge","Fuel Surcharge",2.23,1.43,1.48,0.00,0.00,1.48,-0.05
1Z3657440348428717,000000365744023,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3657440348428717,000000365744023,"Fuel Surcharge","Fuel Surcharge",3.20,1.81,1.78,0.00,0.00,1.78,0.03
1ZA9690R0350558808,000000365744023,"Declared Value","Declared Value",3.90,1.48,1.95,50.00,0.26,1.69,-0.21
1ZA9690R0350558808,000000365744023,"Fuel Surcharge","Fuel Surcharge",4.31,2.46,1.48,0.00,0.00,1.48,0.98
1Z1789X70377620432,0000001789X7043,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z1789X70377620432,0000001789X7043,"Fuel Surcharge","Fuel Surcharge",2.45,1.70,1.75,0.00,0.00,1.75,-0.05
1Z3657440347321020,000000365744043,"Fuel Surcharge","Fuel Surcharge",2.57,1.49,1.48,0.00,0.00,1.48,0.01
1ZAW51910375959958,000000365744053,"Fuel Surcharge","Fuel Surcharge",2.39,1.58,1.48,0.00,0.00,1.48,0.1
1Z97065R0354346659,00000097065R053,"Fuel Surcharge","Fuel Surcharge",1.72,1.44,1.48,0.00,0.00,1.48,-0.04
1Z3657440346578872,000000365744063,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3657440346578872,000000365744063,"Fuel Surcharge","Fuel Surcharge",3.20,1.81,1.78,0.00,0.00,1.78,0.03
1Z97065R0353892329,00000097065R073,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z97065R0353892329,00000097065R073,"Fuel Surcharge","Fuel Surcharge",2.69,1.90,1.87,0.00,0.00,1.87,0.03
1Z10710F0354547561,00000010710F083,"Declared Value","Declared Value",18.20,9.62,9.10,50.00,0.05,9.05,0.57
1Z10710F0354547561,00000010710F083,"Fuel Surcharge","Fuel Surcharge",2.46,1.43,1.43,0.00,0.00,1.43,0
K3124997154,000000340441083,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
K3124997154,000000340441083,"Fuel Surcharge","Fuel Surcharge",2.91,2.47,1.75,0.00,0.00,1.75,0.72
1ZA9690R0350820765,000000365744083,"Declared Value","Declared Value",3.90,0.74,1.95,50.00,0.26,1.69,-0.95
1ZA9690R0350820765,000000365744083,"Fuel Surcharge","Fuel Surcharge",2.23,1.47,1.46,0.00,0.00,1.46,0.01
1Z97065R0354605486,00000097065R093,"Fuel Surcharge","Fuel Surcharge",2.25,1.42,1.43,0.00,0.00,1.43,-0.01
1Z26W1320393496746,000000A421R9103,"Fuel Surcharge","Fuel Surcharge",2.57,1.49,1.41,0.00,0.00,1.41,0.08
1Z10710F0352376259,00000010710F103,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z10710F0352376259,00000010710F103,"Declared Value","Declared Value",3.90,1.48,1.95,50.00,0.26,1.69,-0.21
1Z10710F0352376259,00000010710F103,"Fuel Surcharge","Fuel Surcharge",2.84,1.86,1.81,0.00,0.00,1.81,0.05
1Z97065R0352439259,00000097065R123,"Fuel Surcharge","Fuel Surcharge",2.40,1.39,1.39,0.00,0.00,1.39,0
1Z10710F0353909314,00000010710F133,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z10710F0353909314,00000010710F133,"Declared Value","Declared Value",3.90,0.74,1.95,50.00,0.26,1.69,-0.95
1Z10710F0353909314,00000010710F133,"Fuel Surcharge","Fuel Surcharge",3.03,1.71,1.67,0.00,0.00,1.67,0.04
1Z3657440348628108,000000365744133,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3657440348628108,000000365744133,"Fuel Surcharge","Fuel Surcharge",2.99,1.69,1.67,0.00,0.00,1.67,0.02
1Z5X44100365998176,0000005X4410133,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z5X44100365998176,0000005X4410133,"Fuel Surcharge","Fuel Surcharge",2.47,1.65,1.67,0.00,0.00,1.67,-0.02
1ZA9690R0350669153,000000365744153,"Declared Value","Declared Value",6.50,2.96,3.25,50.00,0.15,3.1,-0.14
1ZA9690R0350669153,000000365744153,"Fuel Surcharge","Fuel Surcharge",2.12,1.40,1.37,0.00,0.00,1.37,0.03
1Z3472040375222901,000000347204163,"Fuel Surcharge","Fuel Surcharge",1.99,1.34,1.37,0.00,0.00,1.37,-0.03
1Z2249770364022890,000000224977173,"Fuel Surcharge","Fuel Surcharge",1.77,1.34,1.37,0.00,0.00,1.37,-0.03
1Z3472040374944919,000000347204173,"Fuel Surcharge","Fuel Surcharge",2.08,1.34,1.37,0.00,0.00,1.37,-0.03
1Z3472040374961301,000000347204183,"Fuel Surcharge","Fuel Surcharge",3.13,1.32,1.34,0.00,0.00,1.34,-0.02
1Z10710F0354451753,00000010710F023,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z10710F0354451753,00000010710F023,"Delivery Area Surcharge","Delivery Area Surcharge",5.30,2.65,2.65,50.00,0.19,2.46,0.19
1Z10710F0354451753,00000010710F023,"Fuel Surcharge","Fuel Surcharge",3.25,2.34,2.33,0.00,0.00,2.33,0.0099999999999998
1Z97065R0353064670,00000097065R023,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.50,2.25,2.25,50.00,0.22,2.03,0.22
1Z97065R0353064670,00000097065R023,"Fuel Surcharge","Fuel Surcharge",2.61,1.79,1.84,0.00,0.00,1.84,-0.05
1Z10710F0354377094,00000010710F033,"Declared Value","Declared Value",3.90,0.74,1.95,50.00,0.26,1.69,-0.95
1Z10710F0354377094,00000010710F033,"Fuel Surcharge","Fuel Surcharge",2.50,1.45,1.48,0.00,0.00,1.48,-0.03
1Z10710F0354128166,00000010710F033,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z10710F0354128166,00000010710F033,"Fuel Surcharge","Fuel Surcharge",3.19,2.04,1.90,0.00,0.00,1.9,0.14
1Z3209700361608797,000000320970033,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3209700361608797,000000320970033,"Fuel Surcharge","Fuel Surcharge",6.23,3.34,2.27,0.00,0.00,2.27,1.07
1ZA9690R0350156546,000000365744033,"Declared Value","Declared Value",3.90,1.48,1.95,50.00,0.26,1.69,-0.21
1ZA9690R0350156546,000000365744033,"Fuel Surcharge","Fuel Surcharge",2.26,1.49,1.48,0.00,0.00,1.48,0.01
1Z97065R0354033497,00000097065R033,"Fuel Surcharge","Fuel Surcharge",2.12,1.41,1.48,0.00,0.00,1.48,-0.07
1Z09W2160364776844,00000009W216043,"Fuel Surcharge","Fuel Surcharge",2.32,1.41,1.46,0.00,0.00,1.46,-0.05
1Z97065R0352403135,00000097065R053,Handling,"ADDL. HANDLING WEIGHT",29.00,20.30,14.50,50.00,0.03,14.47,5.83
1Z97065R0352403135,00000097065R053,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1Z97065R0352403135,00000097065R053,"Fuel Surcharge","Fuel Surcharge",9.10,5.90,4.40,0.00,0.00,4.4,1.5
1Z10710F0352855026,00000010710F063,"Declared Value","Declared Value",5.20,2.22,2.60,50.00,0.19,2.41,-0.19
1Z10710F0352855026,00000010710F063,"Fuel Surcharge","Fuel Surcharge",2.26,1.43,1.48,0.00,0.00,1.48,-0.05
1Z10710F0354044836,00000010710F063,"Declared Value","Declared Value",9.10,4.44,4.55,50.00,0.11,4.44,8.8817841970013E-16
1Z10710F0354044836,00000010710F063,"Fuel Surcharge","Fuel Surcharge",3.43,1.85,1.48,0.00,0.00,1.48,0.37
1Z3657440348712258,000000365744063,"Fuel Surcharge","Fuel Surcharge",2.61,1.51,1.48,0.00,0.00,1.48,0.03
1Z10710F0353880087,00000010710F073,"Declared Value","Declared Value",3.90,1.48,1.95,50.00,0.26,1.69,-0.21
1Z10710F0353880087,00000010710F073,"Fuel Surcharge","Fuel Surcharge",2.27,1.43,1.48,0.00,0.00,1.48,-0.05
1Z3657440347221316,000000365744073,"Fuel Surcharge","Fuel Surcharge",2.57,1.49,1.46,0.00,0.00,1.46,0.03
1ZA9690R0350773745,000000365744073,"Declared Value","Declared Value",3.90,1.48,1.95,50.00,0.26,1.69,-0.21
1ZA9690R0350773745,000000365744073,"Fuel Surcharge","Fuel Surcharge",4.74,2.56,1.62,0.00,0.00,1.62,0.94
1Z97065R0354652201,00000097065R083,Handling,"ADDL. HANDLING LONGEST SIDE",20.50,14.35,10.25,50.00,0.05,10.2,4.15
1Z97065R0354652201,00000097065R083,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1Z97065R0354652201,00000097065R083,"Fuel Surcharge","Fuel Surcharge",8.24,5.21,3.75,0.00,0.00,3.75,1.46
1Z97065R0354277126,00000097065R083,"Fuel Surcharge","Fuel Surcharge",2.38,1.39,1.43,0.00,0.00,1.43,-0.04
1Z10710F0353465517,00000010710F093,"Declared Value","Declared Value",14.30,7.40,7.15,50.00,0.07,7.08,0.32
1Z10710F0353465517,00000010710F093,"Fuel Surcharge","Fuel Surcharge",8.47,4.57,2.89,0.00,0.00,2.89,1.68
1Z10710F0353098870,00000010710F093,"Fuel Surcharge","Fuel Surcharge",2.00,1.39,1.43,0.00,0.00,1.43,-0.04
1Z3472040371580791,000000347204093,"Fuel Surcharge","Fuel Surcharge",2.00,1.39,1.43,0.00,0.00,1.43,-0.04
1ZEW24740356345593,0000006954AF093,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1ZEW24740356345593,0000006954AF093,"Fuel Surcharge","Fuel Surcharge",2.55,1.86,1.84,0.00,0.00,1.84,0.02
1ZA9690R0350090858,000000365744103,"Declared Value","Declared Value",3.90,1.48,1.95,50.00,0.26,1.69,-0.21
1ZA9690R0350090858,000000365744103,"Fuel Surcharge","Fuel Surcharge",2.56,1.61,1.41,0.00,0.00,1.41,0.2
1Z10710F0352617006,00000010710F113,"Declared Value","Declared Value",3.90,1.48,1.95,50.00,0.26,1.69,-0.21
1Z10710F0352617006,00000010710F113,"Fuel Surcharge","Fuel Surcharge",2.05,1.37,1.41,0.00,0.00,1.41,-0.04
1Z3404410369565156,000000340441113,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z3404410369565156,000000340441113,Handling,"ADDL. HANDLING WEIGHT",29.00,20.30,14.50,50.00,0.03,14.47,5.83
1Z3404410369565156,000000340441113,"Peak Surcharge","DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,50.00,0.14,3.36,0.14
1Z3404410369565156,000000340441113,"Fuel Surcharge","Fuel Surcharge",9.39,6.35,4.60,0.00,0.00,4.6,1.75
1Z10710F0352602567,00000010710F123,"Residential Fee","Residential Surcharge",5.25,2.62,2.58,50.00,0.19,2.39,0.23
1Z10710F0352602567,00000010710F123,"Declared Value","Declared Value",7.80,3.70,3.90,50.00,0.13,3.77,-0.07
1Z10710F0352602567,00000010710F123,"Fuel Surcharge","Fuel Surcharge",2.95,1.88,1.78,0.00,0.00,1.78,0.1
1Z3472040374801064,000000347204133,"Fuel Surcharge","Fuel Surcharge",1.75,1.36,1.39,0.00,0.00,1.39,-0.03
1Z3657440346322781,000000365744143,"Fuel Surcharge","Fuel Surcharge",2.45,1.42,1.39,0.00,0.00,1.39,0.03
1Z2249770364795636,000000224977163,"Fuel Surcharge","Fuel Surcharge",3.59,1.94,1.37,0.00,0.00,1.37,0.57
1Z2249770364520511,000000224977163,"Fuel Surcharge","Fuel Surcharge",2.01,1.34,1.37,0.00,0.00,1.37,-0.03
1Z6954AF0394559331,0000006954AF163,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z6954AF0394559331,0000006954AF163,"Fuel Surcharge","Fuel Surcharge",5.50,2.95,1.95,0.00,0.00,1.95,1
1Z3209700359851564,000000320970173,"Delivery Area Surcharge","Delivery Area Surcharge",3.70,1.85,1.85,0.00,0.00,1.85,0
1Z3209700359851564,000000320970173,"Fuel Surcharge","Fuel Surcharge",2.27,1.62,1.64,0.00,0.00,1.64,-0.02
1Z44R2050200771652,000000340725183,Administration,"THIRD PARTY BILLING SERVICE",2.24,0.74,0.00,100.00,0,0,0.74
1Z44R2050200771652,000000340725183,"Fuel Surcharge","Fuel Surcharge",5.59,2.46,2.44,0.00,0.00,2.44,0.02
