"Tracking Number","Invoice Number","Normalized Charge Code Name","Carrier Charge Code Name","Current Published Rate","Current Net Amount","Proposed Published Rate","Proposed Discount Percentage","Proposed Discount Amount","Proposed Net Amount","Difference ($)"
1Z3X914A0391075217,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.24,2.52,2.20,0.00,0.00,2.2,0.32
1Z3X914A0391075217,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0199966968,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",87.03,49.03,23.72,0.00,0.00,23.72,25.31
1Z3X914A0199966968,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0295052978,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",44.69,26.73,14.10,0.00,0.00,14.1,12.63
1Z3X914A0295052978,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391109387,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.97,2.95,2.43,0.00,0.00,2.43,0.52
1Z3X914A0391109387,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390074425,0000003X914A114,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,28.13,25.00,0.01,28.12,9.38
1Z3X914A0390074425,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,8.56,0.00,0.00,8.56,1.98
1Z3X914A0390074425,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,25.00,0.07,3.43,0.07
1Z3X914A0390162357,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.65,2.86,2.15,0.00,0.00,2.15,0.71
1Z3X914A0390162357,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.68,25.00,0.07,3.61,1.29
1Z3X914A0394333405,0000003X914A114,"Additional Handling","ADDL. HANDLING LONGEST SIDE",28.25,28.25,20.25,25.00,0.01,20.24,8.01
1Z3X914A0394333405,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",12.74,10.75,8.06,0.00,0.00,8.06,2.69
1Z3X914A0394333405,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,4.28,25.00,0.06,4.22,1.48
1Z3X914A0394333405,0000003X914A114,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0394333405,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,25.00,0.07,3.43,0.07
1Z3X914A0360784527,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.82,1.96,1.55,0.00,0.00,1.55,0.41
1Z3X914A0390136715,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.39,2.67,2.12,0.00,0.00,2.12,0.55
1Z3X914A0390136715,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.68,25.00,0.07,3.61,1.29
K3199945248,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.47,2.47,1.58,0.00,0.00,1.58,0.89
1Z3X914A0359222547,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.77,4.73,3.38,0.00,0.00,3.38,1.35
1Z3X914A0359222547,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359222547,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0359109161,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.31,4.05,2.57,0.00,0.00,2.57,1.48
1Z3X914A0359109161,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
K3192267672,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",6.97,4.59,3.29,0.00,0.00,3.29,1.3
1Z3X914A0359523034,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.52,5.26,3.76,0.00,0.00,3.76,1.5
1Z3X914A0359523034,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359523034,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
K3192267681,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.52,2.60,1.55,0.00,0.00,1.55,1.05
1Z3X914A0358041084,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.91,3.77,2.37,0.00,0.00,2.37,1.4
1Z3X914A0358041084,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0359719421,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.52,5.26,3.76,0.00,0.00,3.76,1.5
1Z3X914A0359719421,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359719421,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0358769601,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.21,4.95,3.23,0.00,0.00,3.23,1.72
1Z3X914A0358769601,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,4.28,25.00,0.06,4.22,1.48
1Z3X914A0358769601,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0359978651,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.45,2.85,1.98,0.00,0.00,1.98,0.87
1Z3X914A0359978651,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0360222188,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.31,4.05,2.57,0.00,0.00,2.57,1.48
1Z3X914A0360222188,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0358263282,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.45,2.85,1.98,0.00,0.00,1.98,0.87
1Z3X914A0358263282,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0358553594,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.91,3.77,2.37,0.00,0.00,2.37,1.4
1Z3X914A0358553594,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0359060696,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",3.64,3.00,1.98,0.00,0.00,1.98,1.02
1Z3X914A0359060696,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0359914326,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.30,4.39,3.23,0.00,0.00,3.23,1.16
1Z3X914A0359914326,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359914326,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0359702706,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",6.12,4.98,3.56,0.00,0.00,3.56,1.42
1Z3X914A0359702706,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359702706,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0360180063,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.31,4.05,2.57,0.00,0.00,2.57,1.48
1Z3X914A0360180063,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0398374515,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.94,4.13,3.23,0.00,0.00,3.23,0.9
1Z3X914A0398374515,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0398374515,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0391708033,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.53,2.64,2.16,0.00,0.00,2.16,0.48
1Z3X914A0391708033,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390900817,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.24,1.69,1.55,0.00,0.00,1.55,0.14
1Z3X914A0290647004,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",13.36,8.72,5.03,0.00,0.00,5.03,3.69
1Z3X914A0290647004,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",5.85,5.85,5.85,0.00,0.00,5.85,0
1Z3X914A0290647004,0000003X914A164,"Residential Fee","Residential Surcharge",6.20,6.20,3.08,50.00,0.16,2.92,3.28
1Z3X914A0358919396,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.56,1.86,1.55,0.00,0.00,1.55,0.31
1Z3X914A0399862414,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,28.13,25.00,0.01,28.12,9.38
1Z3X914A0399862414,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",12.62,10.25,8.18,0.00,0.00,8.18,2.07
1Z3X914A0399862414,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,25.00,0.07,3.43,0.07
1Z4542390343064354,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.56,1.86,1.58,0.00,0.00,1.58,0.28
1Z3X914A0399286378,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",6.07,3.73,2.81,0.00,0.00,2.81,0.92
1Z3X914A0398769983,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,28.13,25.00,0.01,28.12,9.38
1Z3X914A0398769983,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,8.43,0.00,0.00,8.43,2.11
1Z3X914A0398769983,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,25.00,0.07,3.43,0.07
1Z3X914A0395963198,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,28.13,25.00,0.01,28.12,9.38
1Z3X914A0395963198,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,8.43,0.00,0.00,8.43,2.11
1Z3X914A0395963198,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,25.00,0.07,3.43,0.07
1Z7268320376546819,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",8.23,5.06,3.73,0.00,0.00,3.73,1.33
1Z3X914A0396643291,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",6.13,3.77,2.86,0.00,0.00,2.86,0.91
1Z3X914A0394927087,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.41,1.75,1.58,0.00,0.00,1.58,0.17
1Z3X914A0397874085,0000003X914A164,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0397874085,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",5.42,4.35,3.86,0.00,0.00,3.86,0.49
1Z3X914A0393999109,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.44,2.58,2.20,0.00,0.00,2.2,0.38
1Z3X914A0393999109,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391872874,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.63,2.62,2.21,0.00,0.00,2.21,0.41
1Z3X914A0391872874,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391771965,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.94,4.13,3.23,0.00,0.00,3.23,0.9
1Z3X914A0391771965,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0391771965,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0399648469,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.50,2.71,2.20,0.00,0.00,2.2,0.51
1Z3X914A0399648469,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398960051,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.71,2.97,2.01,0.00,0.00,2.01,0.96
1Z3X914A0398960051,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0397760420,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.19,2.12,1.63,0.00,0.00,1.63,0.49
1Z3X914A0396952037,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.59,2.94,2.18,0.00,0.00,2.18,0.76
1Z3X914A0392029542,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.75,2.46,2.15,0.00,0.00,2.15,0.31
1Z3X914A0392029542,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.68,25.00,0.07,3.61,1.29
1Z3X914A0393808056,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.73,2.69,2.21,0.00,0.00,2.21,0.48
1Z3X914A0393808056,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0393109445,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.24,2.52,2.20,0.00,0.00,2.2,0.32
1Z3X914A0393109445,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0394220152,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.94,4.13,3.23,0.00,0.00,3.23,0.9
1Z3X914A0394220152,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0394220152,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0196733241,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",24.09,13.79,7.54,0.00,0.00,7.54,6.25
1Z3X914A0196733241,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0394659822,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.02,2.46,2.12,0.00,0.00,2.12,0.34
1Z3X914A0394659822,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.68,25.00,0.07,3.61,1.29
1Z3X914A0391988973,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.94,4.13,3.23,0.00,0.00,3.23,0.9
1Z3X914A0391988973,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0391988973,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0394794391,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",5.47,3.60,3.20,0.00,0.00,3.2,0.4
1Z3X914A0394794391,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391515956,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.43,2.19,1.79,0.00,0.00,1.79,0.4
1Z3X914A0391318982,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.35,2.64,2.12,0.00,0.00,2.12,0.52
1Z3X914A0391318982,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.68,25.00,0.07,3.61,1.29
1Z3X914A0390759936,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.24,2.52,2.16,0.00,0.00,2.16,0.36
1Z3X914A0390759936,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398790173,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",9.58,6.13,5.37,0.00,0.00,5.37,0.76
1Z3X914A0398790173,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398441782,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",9.83,6.28,5.37,0.00,0.00,5.37,0.91
1Z3X914A0398441782,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0395032167,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",9.58,6.13,5.37,0.00,0.00,5.37,0.76
1Z3X914A0395032167,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390923721,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.39,2.67,2.12,0.00,0.00,2.12,0.55
1Z3X914A0390923721,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.68,25.00,0.07,3.61,1.29
1Z3X914A0399282998,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.52,2.89,2.42,0.00,0.00,2.42,0.47
1Z3X914A0395922008,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,28.13,25.00,0.01,28.12,9.38
1Z3X914A0395922008,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,8.43,0.00,0.00,8.43,2.11
1Z3X914A0395922008,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,25.00,0.07,3.43,0.07
1Z3X914A0399152324,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",7.62,4.93,4.28,0.00,0.00,4.28,0.65
1Z3X914A0399152324,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0397333141,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,4.28,0.00,0.00,4.28,0.92
1Z3X914A0397333141,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0397016369,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,4.28,0.00,0.00,4.28,0.92
1Z3X914A0397016369,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0395423959,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,4.28,0.00,0.00,4.28,0.92
1Z3X914A0395423959,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398493048,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.60,1.81,1.55,0.00,0.00,1.55,0.26
1Z3X914A0399110315,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.59,2.94,2.15,0.00,0.00,2.15,0.79
1Z3X914A0395465904,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,30.00,25.00,0.01,29.99,11.51
1Z3X914A0395465904,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",17.31,13.37,9.96,0.00,0.00,9.96,3.41
1Z3X914A0395465904,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,25.00,0.07,3.43,0.07
1Z3X914A0396327936,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",8.07,5.20,4.28,0.00,0.00,4.28,0.92
1Z3X914A0396327936,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A2460992512,0000003X914A064,"Delivery Confirmation","Delivery Confirmation Signature",6.75,6.75,6.75,0.00,0.00,6.75,0
1Z3X914A2460992512,0000003X914A064,"Fuel Surcharge","FUEL SURCHARGE",16.50,10.21,6.13,0.00,0.00,6.13,4.08
1Z3X914A2460992512,0000003X914A064,"Residential Fee","Residential Surcharge",6.20,6.20,3.08,50.00,0.16,2.92,3.28
1Z3X914A2460543720,0000003X914A064,"Delivery Confirmation","DELIVERY CONFIRMATION SIGNATURE - COMMERCIAL",6.75,6.75,6.75,0.00,0.00,6.75,0
1Z3X914A2460543720,0000003X914A064,"Fuel Surcharge","FUEL SURCHARGE",17.15,10.11,5.90,0.00,0.00,5.9,4.21
1Z3X914A2459917909,0000003X914A064,"Delivery Confirmation","Delivery Confirmation Signature",6.75,6.75,6.75,0.00,0.00,6.75,0
1Z3X914A2459917909,0000003X914A064,"Fuel Surcharge","FUEL SURCHARGE",20.22,12.29,7.02,0.00,0.00,7.02,5.27
1Z3X914A2459917909,0000003X914A064,"Residential Fee","Residential Surcharge",6.20,6.20,3.08,50.00,0.16,2.92,3.28
1Z3X914A0391505841,0000003X914A064,"Fuel Surcharge","FUEL SURCHARGE",2.77,2.24,2.13,0.00,0.00,2.13,0.11
1Z3X914A0391505841,0000003X914A064,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A2460167539,0000003X914A064,"Delivery Confirmation","Delivery Confirmation Signature",6.75,6.75,6.75,0.00,0.00,6.75,0
1Z3X914A2460167539,0000003X914A064,"Fuel Surcharge","FUEL SURCHARGE",18.21,11.17,6.42,0.00,0.00,6.42,4.75
1Z3X914A2460167539,0000003X914A064,"Residential Fee","Residential Surcharge",6.20,6.20,3.08,50.00,0.16,2.92,3.28
1Z3X914A0392024743,0000003X914A064,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.28,4.90,3.36,0.00,0.00,3.36,1.54
1Z3X914A0392024743,0000003X914A064,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,4.28,25.00,0.06,4.22,1.48
1Z3X914A0392024743,0000003X914A064,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0394656165,0000003X914A064,"Fuel Surcharge","FUEL SURCHARGE",3.14,2.44,2.13,0.00,0.00,2.13,0.31
1Z3X914A0394656165,0000003X914A064,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0394799350,0000003X914A064,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.54,5.09,3.36,0.00,0.00,3.36,1.73
1Z3X914A0394799350,0000003X914A064,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,4.28,25.00,0.06,4.22,1.48
1Z3X914A0394799350,0000003X914A064,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0394999223,0000003X914A064,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.54,5.09,3.36,0.00,0.00,3.36,1.73
1Z3X914A0394999223,0000003X914A064,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,4.28,25.00,0.06,4.22,1.48
1Z3X914A0394999223,0000003X914A064,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A2458219942,0000003X914A064,"Delivery Confirmation","Delivery Confirmation Signature",6.75,6.75,6.75,0.00,0.00,6.75,0
1Z3X914A2458219942,0000003X914A064,"Fuel Surcharge","FUEL SURCHARGE",18.21,11.17,6.42,0.00,0.00,6.42,4.75
1Z3X914A2458219942,0000003X914A064,"Residential Fee","Residential Surcharge",6.20,6.20,3.08,50.00,0.16,2.92,3.28
1Z3X914A0390349790,0000003X914A064,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.28,4.90,3.36,0.00,0.00,3.36,1.54
1Z3X914A0390349790,0000003X914A064,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,4.28,25.00,0.06,4.22,1.48
1Z3X914A0390349790,0000003X914A064,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0392170406,0000003X914A064,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.54,5.09,3.36,0.00,0.00,3.36,1.73
1Z3X914A0392170406,0000003X914A064,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,4.28,25.00,0.06,4.22,1.48
1Z3X914A0392170406,0000003X914A064,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A2460434562,0000003X914A064,"Delivery Confirmation","Delivery Confirmation Signature",6.75,6.75,6.75,0.00,0.00,6.75,0
1Z3X914A2460434562,0000003X914A064,"Fuel Surcharge","FUEL SURCHARGE",20.22,12.29,7.02,0.00,0.00,7.02,5.27
1Z3X914A2460434562,0000003X914A064,"Residential Fee","Residential Surcharge",6.20,6.20,3.08,50.00,0.16,2.92,3.28
1Z3X914A0391413271,0000003X914A064,"Fuel Surcharge","FUEL SURCHARGE",2.64,1.91,1.53,0.00,0.00,1.53,0.38
1Z3X914A0393176177,0000003X914A064,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.73,5.22,3.36,0.00,0.00,3.36,1.86
1Z3X914A0393176177,0000003X914A064,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,4.28,25.00,0.06,4.22,1.48
1Z3X914A0393176177,0000003X914A064,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0392150795,0000003X914A064,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",2.74,1.82,1.53,0.00,0.00,1.53,0.29
1Z3X914A0393547383,0000003X914A064,"Fuel Surcharge","FUEL SURCHARGE",3.33,2.50,2.13,0.00,0.00,2.13,0.37
1Z3X914A0393547383,0000003X914A064,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0393952211,0000003X914A064,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.28,4.90,3.36,0.00,0.00,3.36,1.54
1Z3X914A0393952211,0000003X914A064,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,4.28,25.00,0.06,4.22,1.48
1Z3X914A0393952211,0000003X914A064,"Residential Fee","Residential Surcharge",5.65,5.65,2.78,50.00,0.18,2.6,3.05
1Z3X914A0390266389,0000003X914A064,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.28,4.90,3.36,0.00,0.00,3.36,1.54
