"Lead Shipment Number","Tracking Number","Account Number","Invoice Number","Invoice Date","Current Carrier Name","Current Normalized Service","Current Carrier Service","Proposed Carrier Name","Proposed Normalized Service","Ship Date",Zone,"Weight UOM","Actual Weight","Original Billed weight","Proposed Billed Weight","DIM UOM",Length,Width,Height,Volume,"Dim Factor","Container Type","From City","From State","From Zip","From Country","To City","To State","To Zip","To Country","Current Published Rate","Current Discount Percent","Current Discount ($)","Proposed Published Rate","Proposed Discount Percent","Proposed Discount ($)","Current Net Freight","Proposed Net Freight","Current Fuel Net Charge","Proposed Fuel Surcharge (%)","Proposed Fuel Amount","Proposed Fuel Discount Percent","Proposed Fuel Discount Amount","Proposed Fuel Net Charge","Fuel Difference($)","Current Other Net Accessorial","Proposed Other Net Accessorial","Accessorial Difference($)","Current Total Cost","Proposed Total Cost",Diff($)
,1Z3X914A0391109387,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-05,7,lb,10.00,10.00,10.00,in,19.00,8.00,8.00,"1,216.00",194.00,PKG,LINDON,UT,84042,US,BELMONT,OH,43718,US,21.28,30.50,6.49,21.28,57.00,12.13,14.79,9.70,2.95,15.75,2.15,0.00,0.00,2.15,0.8,3.95,3.95,0,21.69,15.80,5.89
,1Z3X914A0391116931,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-07,3,lb,36.00,36.00,36.00,in,18.00,15.00,14.00,"3,780.00",194.00,PKG,LINDON,UT,84042,US,CASPER,WY,82601,US,27.29,38.51,10.51,27.42,67.00,18.37,16.78,9.70,3.21,15.25,2.08,0.00,0.00,2.08,1.13,3.95,3.95,0,23.94,15.73,8.21
,1Z3X914A0391135278,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-07,5,lb,3.00,7.00,5.00,in,13.00,11.00,6.00,858.00,194.00,PKG,LINDON,UT,84042,US,ODESSA,TX,79765,US,17.41,30.50,5.31,16.64,57.00,9.48,12.10,9.70,1.90,15.75,1.53,0.00,0.00,1.53,0.37,0,0,0,14.00,11.23,2.77
,1Z3X914A0391196604,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,"Ground Comm(D)",2024-02-21,6,lb,21.00,30.00,21.00,in,24.00,13.00,13.00,"4,056.00",194.00,PKG,LINDON,UT,84042,US,HOUSTON,TX,77032,US,29.09,11.93,3.47,29.09,67.00,19.49,25.62,9.70,4.10,16.00,1.55,0.00,0.00,1.55,2.55,0,0,0,29.72,11.25,18.47
,1Z3X914A0391196659,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-06,4,lb,64.00,64.00,64.00,in,37.00,12.00,11.00,"4,884.00",194.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,42.10,38.50,16.21,42.10,67.00,28.21,25.89,13.89,10.37,15.25,5.51,0.00,0.00,5.51,4.86,41,22.25,18.75,77.26,41.65,35.61
,1Z3X914A0391210614,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-22,5,lb,54.00,54.00,54.00,in,26.00,16.00,14.00,"5,824.00",194.00,PKG,LINDON,UT,84042,US,BLANCHARD,OK,73010,US,47.79,38.50,18.40,48.12,67.00,32.24,29.39,15.88,12.69,16.00,6.69,0.00,0.00,6.69,6,49.9,25.95,23.95,91.98,48.52,43.46
,1Z3X914A0391239675,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-19,7,lb,20.00,20.00,20.00,in,19.00,18.00,4.00,"1,368.00",194.00,PKG,LINDON,UT,84042,US,"HOMER CITY",PA,15748,US,34.09,34.79,11.86,34.32,64.00,21.96,22.23,12.36,4.12,15.75,2.57,0.00,0.00,2.57,1.55,3.95,3.95,0,30.30,18.88,11.42
,1Z3X914A0391260801,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-22,5,lb,19.00,19.00,19.00,in,25.00,9.00,4.00,900.00,194.00,PKG,LINDON,UT,84042,US,BLANCHARD,OK,73010,US,23.32,33.49,7.81,23.47,64.00,15.02,15.51,9.70,3.27,16.00,1.94,0.00,0.00,1.94,1.33,4.90,2.45,2.45,23.68,14.09,9.59
,1Z3X914A0391302917,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-27,6,lb,43.00,43.00,43.00,in,24.00,12.00,12.00,"3,456.00",194.00,PKG,LINDON,UT,84042,US,VICTORIA,TX,77901,US,55.07,38.50,21.20,55.37,67.00,37.10,33.87,18.27,5.42,16.00,2.92,0.00,0.00,2.92,2.5,0,0,0,39.29,21.19,18.10
,1Z3X914A0391311872,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-25,5,lb,41.00,48.00,41.00,in,26.00,17.00,15.00,"6,630.00",194.00,PKG,LINDON,UT,84042,US,CHICKASHA,OK,73018,US,41.60,31.63,13.16,41.60,67.00,27.87,28.44,13.73,5.10,15.75,2.78,0.00,0.00,2.78,2.32,3.95,3.95,0,37.49,20.46,17.03
,1Z3X914A0391316313,00003X914A,0000003X914A034,2024-01-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-11,5,lb,6.00,15.00,11.00,in,21.00,12.00,8.00,"2,016.00",194.00,PKG,LINDON,UT,84042,US,"BIG SPRING",TX,79720,US,18.65,27.83,5.19,18.65,64.00,11.94,13.46,9.70,2.85,15.25,1.85,0.00,0.00,1.85,1,4.90,2.45,2.45,21.21,14.00,7.21
,1Z3X914A0391317607,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-08,5,lb,4.00,9.00,7.00,in,74.00,4.00,4.00,"1,184.00",194.00,PKG,LINDON,UT,84042,US,CHICKASHA,OK,73018,US,17.91,30.49,5.46,17.41,57.00,9.92,12.45,9.70,7.58,15.75,4.83,0.00,0.00,4.83,2.75,35.7,20.95,14.75,55.73,35.48,20.25
,1Z3X914A0391318982,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-11,6,lb,1.00,4.00,3.00,in,10.00,7.00,6.00,420.00,194.00,PKG,LINDON,UT,84042,US,DAMASCUS,AR,72039,US,15.72,24.49,3.85,15.72,57.00,8.96,11.87,9.70,2.64,15.50,1.88,0.00,0.00,1.88,0.76,4.90,2.45,2.45,19.41,14.03,5.38
,1Z3X914A0391336159,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,"Ground Comm(D)",2024-01-24,5,lb,5.00,14.00,10.00,in,20.00,12.00,8.00,"1,920.00",194.00,PKG,LINDON,UT,84042,US,MIDLAND,TX,79707,US,18.55,29.43,5.46,18.55,57.00,10.57,13.09,9.70,2.03,15.25,1.48,0.00,0.00,1.48,0.55,0,0,0,15.12,11.18,3.94
,1Z3X914A0391342731,00003X914A,0000003X914A124,2024-03-23,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-14,4,lb,14.00,14.00,14.00,in,19.00,8.00,8.00,"1,216.00",194.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,17.68,33.48,5.92,17.74,64.00,11.35,11.76,9.70,1.85,15.75,1.53,0.00,0.00,1.53,0.32,0,0,0,13.61,11.23,2.38
,1Z3X914A0391348011,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-26,6,lb,19.00,19.00,19.00,in,25.00,9.00,4.00,900.00,194.00,PKG,LINDON,UT,84042,US,DAMASCUS,AR,72039,US,27.09,34.81,9.43,27.28,64.00,17.46,17.66,9.82,3.55,15.75,1.93,0.00,0.00,1.93,1.62,4.90,2.45,2.45,26.11,14.20,11.91
,1Z3X914A0391354068,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-04,7,lb,8.00,8.00,8.00,in,11.00,10.00,6.00,660.00,194.00,PKG,LINDON,UT,84042,US,KITTANNING,PA,16201,US,19.69,30.52,6.01,19.69,57.00,11.22,13.68,9.70,2.77,15.75,2.15,0.00,0.00,2.15,0.62,3.95,3.95,0,20.40,15.80,4.60
,1Z3X914A0391369614,00003X914A,0000003X914A074,2024-02-17,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-07,5,lb,62.00,62.00,62.00,in,26.00,16.00,14.00,"5,824.00",194.00,PKG,LINDON,UT,84042,US,WILLISTON,ND,58801,US,52.49,38.50,20.21,52.57,67.00,35.22,32.28,17.35,12.59,15.25,6.83,0.00,0.00,6.83,5.76,69.95,49.95,20,114.82,74.13,40.69
,1Z3X914A0391376660,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-07,3,lb,56.00,56.00,56.00,in,26.00,16.00,14.00,"5,824.00",194.00,PKG,LINDON,UT,84042,US,CASPER,WY,82601,US,32.90,38.51,12.67,32.94,67.00,22.07,20.23,10.87,10.11,15.25,5.65,0.00,0.00,5.65,4.46,44.95,26.2,18.75,75.29,42.72,32.57
,1Z3X914A0391413271,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-02,6,lb,3.00,5.00,4.00,in,11.00,10.00,6.00,660.00,194.00,PKG,LINDON,UT,84042,US,SCOTT,LA,70583,US,17.31,27.50,4.76,16.37,57.00,9.33,12.55,9.70,1.91,15.25,1.48,0.00,0.00,1.48,0.43,0,0,0,14.46,11.18,3.28
,1Z3X914A0391424625,00003X914A,0000003X914A074,2024-02-17,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-07,5,lb,19.00,19.00,19.00,in,19.00,18.00,4.00,"1,368.00",194.00,PKG,LINDON,UT,84042,US,WILLISTON,ND,58801,US,23.32,33.49,7.81,23.47,64.00,15.02,15.51,9.70,3.02,15.25,2.08,0.00,0.00,2.08,0.94,24.95,26.45,-1.5,43.48,38.23,5.25
,1Z3X914A0391466367,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-08,7,lb,1.00,2.00,2.00,in,7.00,6.00,5.00,210.00,194.00,PKG,LINDON,UT,84042,US,"FORT MILL",SC,29707,US,15.37,27.52,4.23,15.37,57.00,8.76,11.14,9.70,1.75,15.75,1.53,0.00,0.00,1.53,0.22,0,0,0,12.89,11.23,1.66
,1Z3X914A0391496272,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-01,2,lb,45.00,48.00,45.00,in,26.00,17.00,15.00,"6,630.00",194.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,25.52,38.28,9.77,25.52,67.00,17.10,15.75,9.70,3.25,15.75,1.91,0.00,0.00,1.91,1.34,4.90,2.45,2.45,23.90,14.06,9.84
,1Z3X914A0391505841,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-02,5,lb,1.00,2.00,2.00,in,7.00,6.00,5.00,210.00,194.00,PKG,LINDON,UT,84042,US,CHICKASHA,OK,73018,US,14.20,24.65,3.50,14.20,57.00,8.09,10.70,9.70,2.24,15.25,2.08,0.00,0.00,2.08,0.16,3.95,3.95,0,16.89,15.73,1.16
,1Z3X914A0391515956,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-11,4,lb,22.00,23.00,22.00,in,24.00,13.00,10.00,"3,120.00",194.00,PKG,LINDON,UT,84042,US,LONGMONT,CO,80504,US,21.45,35.10,7.53,21.45,67.00,14.37,13.92,9.70,2.19,15.50,1.50,0.00,0.00,1.5,0.69,0,0,0,16.11,11.20,4.91
,1Z3X914A0391531027,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-26,6,lb,19.00,19.00,19.00,in,25.00,9.00,4.00,900.00,194.00,PKG,LINDON,UT,84042,US,DAMASCUS,AR,72039,US,27.09,34.81,9.43,27.28,64.00,17.46,17.66,9.82,3.55,15.75,1.93,0.00,0.00,1.93,1.62,4.90,2.45,2.45,26.11,14.20,11.91
,1Z3X914A0391533687,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-13,2,lb,3.00,5.00,4.00,in,11.00,10.00,6.00,660.00,194.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,12.56,14.81,1.86,12.35,57.00,7.04,10.70,9.70,2.46,15.75,1.91,0.00,0.00,1.91,0.55,4.90,2.45,2.45,18.06,14.06,4.00
,1Z3X914A0391534453,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-07,4,lb,17.00,48.00,35.00,in,26.00,17.00,15.00,"6,630.00",194.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,30.43,21.39,6.51,30.43,67.00,20.39,23.92,10.04,3.77,15.75,1.58,0.00,0.00,1.58,2.19,0,0,0,27.69,11.62,16.07
,1Z3X914A0391595067,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-26,4,lb,1.00,3.00,2.00,in,10.00,7.00,5.00,350.00,194.00,PKG,LINDON,UT,84042,US,"SAN FRANCISCO",CA,94124,US,14.37,25.54,3.67,13.90,57.00,7.92,10.70,9.70,1.68,15.75,1.53,0.00,0.00,1.53,0.15,0,0,0,12.38,11.23,1.15
,1Z3X914A0391627031,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-22,2,lb,7.00,9.00,7.00,in,19.00,8.00,8.00,"1,216.00",194.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,13.97,23.41,3.27,13.50,57.00,7.70,10.70,9.70,2.46,15.75,1.91,0.00,0.00,1.91,0.55,25.9,24.95,0.95,39.06,36.56,2.50
,1Z3X914A0391628870,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-24,6,lb,6.00,6.00,6.00,in,10.00,7.00,5.00,350.00,194.00,PKG,LINDON,UT,84042,US,CHANNELVIEW,TX,77530,US,17.49,30.53,5.34,17.49,57.00,9.97,12.15,9.70,1.88,15.25,1.48,0.00,0.00,1.48,0.4,0,0,0,14.03,11.18,2.85
,1Z3X914A0391629593,00003X914A,0000003X914A024,2024-01-13,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-01-05,4,lb,52.00,52.00,52.00,in,24.00,18.00,12.00,"5,184.00",194.00,PKG,LINDON,UT,84042,US,SEVERANCE,CO,80550,US,39.12,33.38,13.06,39.21,67.00,26.27,26.06,12.94,11.80,15.50,6.41,0.00,0.00,6.41,5.39,50.05,28.43,21.62,87.91,47.78,40.13
,1Z3X914A0391635488,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-02,5,lb,16.00,27.00,20.00,in,24.00,13.00,12.00,"3,744.00",194.00,PKG,LINDON,UT,84042,US,"CARIZZO SPRINGS",TX,78834,US,28.21,33.89,9.56,28.21,64.00,18.05,18.65,10.16,3.45,15.25,2.15,0.00,0.00,2.15,1.3,3.95,3.95,0,26.05,16.26,9.79
,1Z3X914A0391639760,00003X914A,0000003X914A044,2024-01-27,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-19,5,lb,12.00,12.00,12.00,in,36.00,6.00,6.00,"1,296.00",194.00,PKG,LINDON,UT,84042,US,WILLISTON,ND,58801,US,18.85,33.53,6.32,18.91,64.00,12.10,12.53,9.70,2.52,15.25,2.08,0.00,0.00,2.08,0.44,3.95,3.95,0,19.00,15.73,3.27
,1Z3X914A0391640721,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-07,3,lb,38.00,38.00,38.00,in,24.00,12.00,10.00,"2,880.00",194.00,PKG,LINDON,UT,84042,US,CASPER,WY,82601,US,28.08,38.50,10.81,28.21,67.00,18.90,17.27,9.70,3.29,15.25,2.08,0.00,0.00,2.08,1.21,3.95,3.95,0,24.51,15.73,8.78
,1Z3X914A0391648965,00003X914A,0000003X914A084,2024-02-24,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-13,8,lb,15.00,20.00,15.00,in,22.00,18.00,7.00,"2,772.00",194.00,PKG,LINDON,UT,84042,US,SPARTA,NJ,07871,US,38.23,33.48,12.80,31.10,64.00,19.90,25.43,11.20,4.56,15.25,2.31,0.00,0.00,2.31,2.25,3.95,3.95,0,33.94,17.46,16.48
,1Z3X914A0391659819,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-22,2,lb,28.00,28.00,28.00,in,15.00,13.00,12.00,"2,340.00",194.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,20.34,37.32,7.59,20.47,67.00,13.71,12.75,9.70,2.78,15.75,1.91,0.00,0.00,1.91,0.87,4.90,2.45,2.45,20.43,14.06,6.37
,1Z3X914A0391665642,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-26,3,lb,38.00,38.00,38.00,in,22.00,18.00,7.00,"2,772.00",194.00,PKG,LINDON,UT,84042,US,CASPER,WY,82601,US,28.08,38.50,10.81,28.21,67.00,18.90,17.27,9.70,3.29,15.25,2.08,0.00,0.00,2.08,1.21,3.95,3.95,0,24.51,15.73,8.78
,1Z3X914A0391668149,00003X914A,0000003X914A124,2024-03-23,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-15,4,lb,60.00,60.00,60.00,in,26.00,16.00,14.00,"5,824.00",194.00,PKG,LINDON,UT,84042,US,FARMINGTON,NM,87401,US,40.28,38.51,15.51,40.28,67.00,26.99,24.77,13.29,10.36,15.75,5.60,0.00,0.00,5.6,4.76,41,22.25,18.75,76.13,41.14,34.99
,1Z3X914A0391668649,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-26,6,lb,8.00,9.00,8.00,in,19.00,8.00,8.00,"1,216.00",194.00,PKG,LINDON,UT,84042,US,DAMASCUS,AR,72039,US,18.74,31.80,5.96,18.35,57.00,10.46,12.78,9.70,2.78,15.75,1.91,0.00,0.00,1.91,0.87,4.90,2.45,2.45,20.46,14.06,6.40
,1Z3X914A0391668701,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,Home(D),2024-02-22,5,lb,5.00,10.00,8.00,in,19.00,9.00,8.00,"1,368.00",194.00,PKG,LINDON,UT,84042,US,MEDINA,ND,58467,US,17.90,23.91,4.28,17.90,57.00,10.20,13.62,9.70,5.34,16.00,4.28,0.00,0.00,4.28,1.06,19.8,17.03,2.77,38.76,31.01,7.75
,1Z3X914A0391708033,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-12,5,lb,6.00,10.00,8.00,in,19.00,9.00,8.00,"1,368.00",194.00,PKG,LINDON,UT,84042,US,CARLSBAD,NM,88220,US,17.90,28.16,5.04,17.90,57.00,10.20,12.86,9.70,2.64,15.50,2.12,0.00,0.00,2.12,0.52,3.95,3.95,0,19.45,15.77,3.68
,1Z3X914A0391749883,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-19,6,lb,18.00,21.00,18.00,in,24.00,12.00,10.00,"2,880.00",194.00,PKG,LINDON,UT,84042,US,HENDERSON,KY,42420,US,26.50,31.17,8.26,26.50,64.00,16.96,18.24,9.70,2.87,15.75,1.53,0.00,0.00,1.53,1.34,0,0,0,21.11,11.23,9.88
,1Z3X914A0391752799,00003X914A,0000003X914A104,2024-03-09,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-06,2,lb,6.00,6.00,6.00,in,11.00,10.00,6.00,660.00,194.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,12.78,16.28,2.08,12.78,57.00,7.28,10.70,9.70,2.45,15.75,1.91,0.00,0.00,1.91,0.54,4.90,2.45,2.45,18.05,14.06,3.99
,1Z3X914A0391756679,00003X914A,0000003X914A034,2024-01-20,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-01-18,4,lb,55.00,55.00,55.00,in,24.00,18.00,12.00,"5,184.00",194.00,PKG,LINDON,UT,84042,US,SEVERANCE,CO,80550,US,39.21,33.41,13.10,39.30,67.00,26.33,26.11,12.97,11.09,15.25,5.80,0.00,0.00,5.8,5.29,46.65,25.03,21.62,83.85,43.80,40.05
,1Z3X914A0391769834,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-22,5,lb,54.00,54.00,54.00,in,26.00,16.00,14.00,"5,824.00",194.00,PKG,LINDON,UT,84042,US,BLANCHARD,OK,73010,US,47.79,38.50,18.40,48.12,67.00,32.24,29.39,15.88,12.69,16.00,6.69,0.00,0.00,6.69,6,49.9,25.95,23.95,91.98,48.52,43.46
,1Z3X914A0391771965,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-04-17,3,lb,16.00,17.00,16.00,in,24.00,12.00,8.00,"2,304.00",194.00,PKG,LINDON,UT,84042,US,DOUGLAS,WY,82633,US,18.04,28.38,5.12,17.75,65.00,11.54,12.92,9.70,4.13,15.75,3.18,0.00,0.00,3.18,0.95,13.35,10.48,2.87,30.40,23.36,7.04
,1Z3X914A0391803475,00003X914A,0000003X914A523,2023-12-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2023-12-19,8,lb,40.00,40.00,40.00,in,24.00,12.00,12.00,"3,456.00",194.00,PKG,LINDON,UT,84042,US,BRAINTREE,MA,02184,US,63.95,38.51,24.63,63.95,67.00,42.85,39.32,21.10,6.19,15.50,3.27,0.00,0.00,3.27,2.92,0,0,0,45.51,24.37,21.14
,1Z3X914A0391828743,00003X914A,0000003X914A154,2024-04-13,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-28,7,lb,30.00,48.00,35.00,in,26.00,17.00,15.00,"6,630.00",194.00,PKG,LINDON,UT,84042,US,WHEELING,WV,26003,US,52.65,19.77,10.41,52.65,67.00,35.28,42.24,17.37,6.65,15.75,2.74,0.00,0.00,2.74,3.91,0,0,0,48.89,20.11,28.78
,1Z3X914A0391831257,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-26,6,lb,3.00,10.00,7.00,in,36.00,6.00,6.00,"1,296.00",194.00,PKG,LINDON,UT,84042,US,DAMASCUS,AR,72039,US,19.14,31.77,6.08,17.81,57.00,10.15,13.06,9.70,2.83,15.75,1.91,0.00,0.00,1.91,0.92,4.90,2.45,2.45,20.79,14.06,6.73
,1Z3X914A0391847473,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-12,5,lb,49.00,49.00,49.00,in,26.00,16.00,14.00,"5,824.00",194.00,PKG,LINDON,UT,84042,US,"OKLAHOMA CITY",OK,73160,US,47.26,38.51,18.20,47.50,67.00,31.83,29.06,15.68,4.57,15.75,2.47,0.00,0.00,2.47,2.1,0,0,0,33.63,18.15,15.48
,1Z3X914A0391855455,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-01,2,lb,45.00,48.00,45.00,in,26.00,17.00,15.00,"6,630.00",194.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,25.52,38.28,9.77,25.52,67.00,17.10,15.75,9.70,3.25,15.75,1.91,0.00,0.00,1.91,1.34,4.90,2.45,2.45,23.90,14.06,9.84
,1Z3X914A0391872061,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-01-29,5,lb,1.00,2.00,2.00,in,7.00,6.00,5.00,210.00,194.00,PKG,LINDON,UT,84042,US,RHAME,ND,58651,US,14.20,23.38,3.32,13.90,57.00,7.92,10.88,9.70,4.68,15.25,4.08,0.00,0.00,4.08,0.6,40.8,39.53,1.27,56.36,53.31,3.05
,1Z3X914A0391872874,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-16,5,lb,9.00,13.00,10.00,in,21.00,12.00,7.00,"1,764.00",194.00,PKG,LINDON,UT,84042,US,MIDLAND,TX,79706,US,19.07,33.51,6.39,18.55,57.00,10.57,12.68,9.70,2.62,15.75,2.15,0.00,0.00,2.15,0.47,3.95,3.95,0,19.25,15.80,3.45
,1Z3X914A0391875988,00003X914A,0000003X914A074,2024-02-17,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-08,7,lb,81.00,81.00,81.00,in,24.00,24.00,9.00,"5,184.00",194.00,PKG,LINDON,UT,84042,US,"WEST UNION",WV,26456,US,89.10,38.50,34.30,89.16,67.00,59.74,54.80,29.42,17.66,15.25,10.50,0.00,0.00,10.5,7.16,59.15,39.4,19.75,131.61,79.32,52.29
,1Z3X914A0391886510,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-22,5,lb,28.00,28.00,28.00,in,15.00,13.00,12.00,"2,340.00",194.00,PKG,LINDON,UT,84042,US,BLANCHARD,OK,73010,US,30.80,36.01,11.09,30.84,67.00,20.66,19.71,10.18,3.94,16.00,2.02,0.00,0.00,2.02,1.92,4.90,2.45,2.45,28.55,14.65,13.90
