"Tracking Number","Invoice Number","Normalized Charge Code Name","Carrier Charge Code Name","Current Published Rate","Current Net Amount","Proposed Published Rate","Proposed Discount Percentage","Proposed Discount Amount","Proposed Net Amount","Difference ($)"
1Z3X914A0391534453,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",6.13,3.77,3.28,0.00,0.00,3.28,0.49
1Z3X914A0394938431,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.00,2.35,2.31,0.00,0.00,2.31,0.04
1Z3X914A0394938431,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0399961192,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.72,2.77,2.79,0.00,0.00,2.79,-0.02
1Z3X914A0399961192,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0393828043,0000003X914A114,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0393828043,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,10.57,0.00,0.00,10.57,-0.030000000000001
1Z3X914A0393828043,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0399220410,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.72,2.77,2.79,0.00,0.00,2.79,-0.02
1Z3X914A0399220410,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390638656,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",7.62,4.93,4.55,0.00,0.00,4.55,0.38
1Z3X914A0390638656,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398974368,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.72,2.77,2.79,0.00,0.00,2.79,-0.02
1Z3X914A0398974368,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391847473,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",7.44,4.57,4.64,0.00,0.00,4.64,-0.069999999999999
1Z3X914A0393210469,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.59,2.59,2.59,0.00,0.00,2.59,0
1Z3X914A0393210469,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398301950,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.72,2.77,2.79,0.00,0.00,2.79,-0.02
1Z3X914A0398301950,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398164877,0000003X914A114,"Additional Handling","ADDL. HANDLING LONGEST SIDE",28.25,28.25,27.00,0.00,0.00,27,1.25
1Z3X914A0398164877,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.44,7.58,7.40,0.00,0.00,7.4,0.18
1Z3X914A0398164877,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398164877,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0397112586,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",2.66,1.85,1.86,0.00,0.00,1.86,-0.01
1Z3X914A0398287986,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.72,2.77,2.79,0.00,0.00,2.79,-0.02
1Z3X914A0398287986,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391533687,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",2.75,2.46,2.46,0.00,0.00,2.46,0
1Z3X914A0391533687,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0397200007,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.72,2.77,2.79,0.00,0.00,2.79,-0.02
1Z3X914A0397200007,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0395241799,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",4.84,3.32,2.88,0.00,0.00,2.88,0.44
1Z3X914A0395241799,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390218323,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",4.63,3.25,3.10,0.00,0.00,3.1,0.15
1Z3X914A0390218323,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0397166439,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,4.55,0.00,0.00,4.55,0.65
1Z3X914A0397166439,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0397134151,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.50,2.75,2.58,0.00,0.00,2.58,0.17
1Z3X914A0397134151,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0398230821,0000003X914A114,"Additional Handling","ADDL. HANDLING LONGEST SIDE",28.25,28.25,27.00,0.00,0.00,27,1.25
1Z3X914A0398230821,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.44,7.58,7.40,0.00,0.00,7.4,0.18
1Z3X914A0398230821,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398230821,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0396766524,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",4.85,3.10,3.01,0.00,0.00,3.01,0.09
1Z3X914A0398531649,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,4.55,0.00,0.00,4.55,0.65
1Z3X914A0398531649,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0396438923,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,4.55,0.00,0.00,4.55,0.65
1Z3X914A0396438923,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398380919,0000003X914A114,"Additional Handling","ADDL. HANDLING LONGEST SIDE",28.25,28.25,27.00,0.00,0.00,27,1.25
1Z3X914A0398380919,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.44,7.58,7.40,0.00,0.00,7.4,0.18
1Z3X914A0398380919,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398380919,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0393554633,0000003X914A114,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0393554633,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,10.57,0.00,0.00,10.57,-0.030000000000001
1Z3X914A0393554633,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0399531745,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",4.22,2.70,2.36,0.00,0.00,2.36,0.34
1Z3X914A0391075217,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.24,2.52,2.40,0.00,0.00,2.4,0.12
1Z3X914A0391075217,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0199966968,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",87.03,49.03,34.48,0.00,0.00,34.48,14.55
1Z3X914A0199966968,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0295052978,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",44.69,26.73,19.86,0.00,0.00,19.86,6.87
1Z3X914A0295052978,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391109387,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.97,2.95,2.97,0.00,0.00,2.97,-0.02
1Z3X914A0391109387,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390074425,0000003X914A114,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0390074425,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,10.57,0.00,0.00,10.57,-0.030000000000001
1Z3X914A0390074425,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0390162357,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.65,2.86,2.69,0.00,0.00,2.69,0.17
1Z3X914A0390162357,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0394333405,0000003X914A114,"Additional Handling","ADDL. HANDLING LONGEST SIDE",28.25,28.25,27.00,0.00,0.00,27,1.25
1Z3X914A0394333405,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",12.74,10.75,10.26,0.00,0.00,10.26,0.49
1Z3X914A0394333405,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,5.70,0.00,0.00,5.7,0
1Z3X914A0394333405,0000003X914A114,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0394333405,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0360784527,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.82,1.96,1.94,0.00,0.00,1.94,0.02
1Z3X914A0390136715,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.39,2.67,2.42,0.00,0.00,2.42,0.25
1Z3X914A0390136715,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
K3199945248,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.47,2.47,1.69,0.00,0.00,1.69,0.78
1Z3X914A0359222547,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.77,4.73,4.20,0.00,0.00,4.2,0.53
1Z3X914A0359222547,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359222547,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0359109161,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.31,4.05,3.47,0.00,0.00,3.47,0.58
1Z3X914A0359109161,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
K3192267672,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",6.97,4.59,3.78,0.00,0.00,3.78,0.81
1Z3X914A0359523034,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.52,5.26,4.66,0.00,0.00,4.66,0.6
1Z3X914A0359523034,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359523034,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
K3192267681,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.52,2.60,1.78,0.00,0.00,1.78,0.82
1Z3X914A0358041084,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.91,3.77,3.22,0.00,0.00,3.22,0.55
1Z3X914A0358041084,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0359719421,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.52,5.26,4.66,0.00,0.00,4.66,0.6
1Z3X914A0359719421,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359719421,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0358769601,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.21,4.95,4.35,0.00,0.00,4.35,0.6
1Z3X914A0358769601,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,5.70,0.00,0.00,5.7,0
1Z3X914A0358769601,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0359978651,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.45,2.85,2.72,0.00,0.00,2.72,0.13
1Z3X914A0359978651,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0360222188,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.31,4.05,3.47,0.00,0.00,3.47,0.58
1Z3X914A0360222188,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0358263282,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.45,2.85,2.72,0.00,0.00,2.72,0.13
1Z3X914A0358263282,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0358553594,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.91,3.77,3.22,0.00,0.00,3.22,0.55
1Z3X914A0358553594,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0359060696,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",3.64,3.00,2.72,0.00,0.00,2.72,0.28
1Z3X914A0359060696,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0359914326,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.30,4.39,4.01,0.00,0.00,4.01,0.38
1Z3X914A0359914326,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359914326,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0359702706,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",6.12,4.98,4.42,0.00,0.00,4.42,0.56
1Z3X914A0359702706,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359702706,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0360180063,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.31,4.05,3.47,0.00,0.00,3.47,0.58
1Z3X914A0360180063,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0398374515,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.94,4.13,3.93,0.00,0.00,3.93,0.2
1Z3X914A0398374515,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0398374515,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0391708033,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.53,2.64,2.56,0.00,0.00,2.56,0.08
1Z3X914A0391708033,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390900817,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.24,1.69,1.66,0.00,0.00,1.66,0.03
1Z3X914A0290647004,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",13.36,8.72,7.06,0.00,0.00,7.06,1.66
1Z3X914A0290647004,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",5.85,5.85,5.85,0.00,0.00,5.85,0
1Z3X914A0290647004,0000003X914A164,"Residential Fee","Residential Surcharge",6.20,6.20,6.15,0.00,0.00,6.15,0.05
1Z3X914A0358919396,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.56,1.86,1.76,0.00,0.00,1.76,0.1
1Z3X914A0399862414,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0399862414,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",12.62,10.25,10.12,0.00,0.00,10.12,0.13
1Z3X914A0399862414,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z4542390343064354,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.56,1.86,1.79,0.00,0.00,1.79,0.07
1Z3X914A0399286378,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",6.07,3.73,3.23,0.00,0.00,3.23,0.5
1Z3X914A0398769983,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0398769983,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,10.40,0.00,0.00,10.4,0.14
1Z3X914A0398769983,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0395963198,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0395963198,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,10.40,0.00,0.00,10.4,0.14
1Z3X914A0395963198,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z7268320376546819,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",8.23,5.06,4.28,0.00,0.00,4.28,0.78
1Z3X914A0396643291,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",6.13,3.77,3.28,0.00,0.00,3.28,0.49
1Z3X914A0394927087,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.41,1.75,1.69,0.00,0.00,1.69,0.06
1Z3X914A0397874085,0000003X914A164,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0397874085,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",5.42,4.35,4.22,0.00,0.00,4.22,0.13
1Z3X914A0393999109,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.44,2.58,2.60,0.00,0.00,2.6,-0.02
1Z3X914A0393999109,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391872874,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.63,2.62,2.56,0.00,0.00,2.56,0.06
1Z3X914A0391872874,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391771965,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.94,4.13,3.93,0.00,0.00,3.93,0.2
1Z3X914A0391771965,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0391771965,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0399648469,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.50,2.71,2.55,0.00,0.00,2.55,0.16
1Z3X914A0399648469,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398960051,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.71,2.97,2.96,0.00,0.00,2.96,0.01
1Z3X914A0398960051,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0397760420,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.19,2.12,1.99,0.00,0.00,1.99,0.13
1Z3X914A0396952037,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.59,2.94,2.50,0.00,0.00,2.5,0.44
1Z3X914A0392029542,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.75,2.46,2.46,0.00,0.00,2.46,0
1Z3X914A0392029542,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0393808056,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.73,2.69,2.56,0.00,0.00,2.56,0.13
1Z3X914A0393808056,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0393109445,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.24,2.52,2.40,0.00,0.00,2.4,0.12
1Z3X914A0393109445,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0394220152,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.94,4.13,3.93,0.00,0.00,3.93,0.2
1Z3X914A0394220152,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0394220152,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0196733241,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",24.09,13.79,10.75,0.00,0.00,10.75,3.04
1Z3X914A0196733241,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0394659822,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.02,2.46,2.42,0.00,0.00,2.42,0.04
1Z3X914A0394659822,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0391988973,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.94,4.13,3.93,0.00,0.00,3.93,0.2
1Z3X914A0391988973,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0391988973,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,5.55,0.00,0.00,5.55,0.1
1Z3X914A0394794391,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",5.47,3.60,3.58,0.00,0.00,3.58,0.02
1Z3X914A0394794391,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391515956,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.43,2.19,2.06,0.00,0.00,2.06,0.13
1Z3X914A0391318982,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.35,2.64,2.46,0.00,0.00,2.46,0.18
1Z3X914A0391318982,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0390759936,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.24,2.52,2.42,0.00,0.00,2.42,0.1
1Z3X914A0390759936,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398790173,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",9.58,6.13,6.08,0.00,0.00,6.08,0.05
1Z3X914A0398790173,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398441782,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",9.83,6.28,6.08,0.00,0.00,6.08,0.2
1Z3X914A0398441782,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0395032167,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",9.58,6.13,6.08,0.00,0.00,6.08,0.05
1Z3X914A0395032167,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390923721,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.39,2.67,2.42,0.00,0.00,2.42,0.25
1Z3X914A0390923721,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,4.90,0.00,0.00,4.9,0
1Z3X914A0399282998,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.52,2.89,2.77,0.00,0.00,2.77,0.12
1Z3X914A0395922008,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,37.50,0.00,0.00,37.5,0
1Z3X914A0395922008,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,10.40,0.00,0.00,10.4,0.14
1Z3X914A0395922008,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0399152324,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",7.62,4.93,4.83,0.00,0.00,4.83,0.1
1Z3X914A0399152324,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0397333141,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,4.83,0.00,0.00,4.83,0.37
1Z3X914A0397333141,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0397016369,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,4.83,0.00,0.00,4.83,0.37
1Z3X914A0397016369,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0395423959,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,4.83,0.00,0.00,4.83,0.37
