"Tracking Number","Invoice Number","Normalized Charge Code Name","Carrier Charge Code Name","Current Published Rate","Current Net Amount","Proposed Published Rate","Proposed Discount Percentage","Proposed Discount Amount","Proposed Net Amount","Difference ($)"
1Z3X914A0393828043,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0399220410,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.72,2.77,2.23,0.00,0.00,2.23,0.54
1Z3X914A0399220410,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390638656,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",7.62,4.93,3.15,0.00,0.00,3.15,1.78
1Z3X914A0390638656,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398974368,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.72,2.77,2.23,0.00,0.00,2.23,0.54
1Z3X914A0398974368,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391847473,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",7.44,4.57,2.99,0.00,0.00,2.99,1.58
1Z3X914A0393210469,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.59,2.59,2.23,0.00,0.00,2.23,0.36
1Z3X914A0393210469,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398301950,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.72,2.77,2.23,0.00,0.00,2.23,0.54
1Z3X914A0398301950,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398164877,0000003X914A114,"Additional Handling","ADDL. HANDLING LONGEST SIDE",28.25,28.25,17.55,35.00,0.02,17.53,10.72
1Z3X914A0398164877,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.44,7.58,5.54,0.00,0.00,5.54,2.04
1Z3X914A0398164877,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398164877,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0397112586,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",2.66,1.85,1.61,0.00,0.00,1.61,0.24
1Z3X914A0398287986,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.72,2.77,2.23,0.00,0.00,2.23,0.54
1Z3X914A0398287986,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391533687,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",2.75,2.46,2.11,0.00,0.00,2.11,0.35
1Z3X914A0391533687,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0397200007,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.72,2.77,2.23,0.00,0.00,2.23,0.54
1Z3X914A0397200007,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0395241799,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",4.84,3.32,2.23,0.00,0.00,2.23,1.09
1Z3X914A0395241799,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390218323,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",4.63,3.25,2.11,0.00,0.00,2.11,1.14
1Z3X914A0390218323,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0397166439,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,3.15,0.00,0.00,3.15,2.05
1Z3X914A0397166439,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0397134151,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.50,2.75,2.11,0.00,0.00,2.11,0.64
1Z3X914A0397134151,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0398230821,0000003X914A114,"Additional Handling","ADDL. HANDLING LONGEST SIDE",28.25,28.25,17.55,35.00,0.02,17.53,10.72
1Z3X914A0398230821,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.44,7.58,5.54,0.00,0.00,5.54,2.04
1Z3X914A0398230821,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398230821,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0396766524,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",4.85,3.10,1.94,0.00,0.00,1.94,1.16
1Z3X914A0398531649,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,3.15,0.00,0.00,3.15,2.05
1Z3X914A0398531649,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0396438923,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,3.15,0.00,0.00,3.15,2.05
1Z3X914A0396438923,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398380919,0000003X914A114,"Additional Handling","ADDL. HANDLING LONGEST SIDE",28.25,28.25,17.55,35.00,0.02,17.53,10.72
1Z3X914A0398380919,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",8.44,7.58,5.54,0.00,0.00,5.54,2.04
1Z3X914A0398380919,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398380919,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0393554633,0000003X914A114,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,24.38,35.00,0.01,24.37,13.13
1Z3X914A0393554633,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,7.04,0.00,0.00,7.04,3.5
1Z3X914A0393554633,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0399531745,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",4.22,2.70,1.61,0.00,0.00,1.61,1.09
1Z3X914A0391075217,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.24,2.52,2.23,0.00,0.00,2.23,0.29
1Z3X914A0391075217,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0199966968,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",87.03,49.03,19.73,0.00,0.00,19.73,29.3
1Z3X914A0199966968,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0295052978,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",44.69,26.73,13.06,0.00,0.00,13.06,13.67
1Z3X914A0295052978,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391109387,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.97,2.95,2.23,0.00,0.00,2.23,0.72
1Z3X914A0391109387,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390074425,0000003X914A114,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,24.38,35.00,0.01,24.37,13.13
1Z3X914A0390074425,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,7.04,0.00,0.00,7.04,3.5
1Z3X914A0390074425,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0390162357,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",3.65,2.86,2.11,0.00,0.00,2.11,0.75
1Z3X914A0390162357,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0394333405,0000003X914A114,"Additional Handling","ADDL. HANDLING LONGEST SIDE",28.25,28.25,17.55,35.00,0.02,17.53,10.72
1Z3X914A0394333405,0000003X914A114,"Fuel Surcharge","FUEL SURCHARGE",12.74,10.75,6.68,0.00,0.00,6.68,4.07
1Z3X914A0394333405,0000003X914A114,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,3.71,35.00,0.09,3.62,2.08
1Z3X914A0394333405,0000003X914A114,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0394333405,0000003X914A114,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0360784527,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.82,1.96,1.58,0.00,0.00,1.58,0.38
1Z3X914A0390136715,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.39,2.67,2.08,0.00,0.00,2.08,0.59
1Z3X914A0390136715,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
K3199945248,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.47,2.47,1.61,0.00,0.00,1.61,0.86
1Z3X914A0359222547,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.77,4.73,3.29,0.00,0.00,3.29,1.44
1Z3X914A0359222547,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359222547,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0359109161,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.31,4.05,2.10,0.00,0.00,2.1,1.95
1Z3X914A0359109161,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
K3192267672,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",6.97,4.59,2.44,0.00,0.00,2.44,2.15
1Z3X914A0359523034,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.52,5.26,3.29,0.00,0.00,3.29,1.97
1Z3X914A0359523034,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359523034,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
K3192267681,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.52,2.60,1.58,0.00,0.00,1.58,1.02
1Z3X914A0358041084,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.91,3.77,2.10,0.00,0.00,2.1,1.67
1Z3X914A0358041084,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0359719421,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.52,5.26,3.29,0.00,0.00,3.29,1.97
1Z3X914A0359719421,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359719421,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0358769601,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",6.21,4.95,2.67,0.00,0.00,2.67,2.28
1Z3X914A0358769601,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",5.70,5.70,3.71,35.00,0.09,3.62,2.08
1Z3X914A0358769601,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0359978651,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.45,2.85,2.10,0.00,0.00,2.1,0.75
1Z3X914A0359978651,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0360222188,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.31,4.05,2.10,0.00,0.00,2.1,1.95
1Z3X914A0360222188,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0358263282,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.45,2.85,2.10,0.00,0.00,2.1,0.75
1Z3X914A0358263282,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0358553594,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.91,3.77,2.10,0.00,0.00,2.1,1.67
1Z3X914A0358553594,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0359060696,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",3.64,3.00,2.10,0.00,0.00,2.1,0.9
1Z3X914A0359060696,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0359914326,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.30,4.39,3.29,0.00,0.00,3.29,1.1
1Z3X914A0359914326,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359914326,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0359702706,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",6.12,4.98,3.29,0.00,0.00,3.29,1.69
1Z3X914A0359702706,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0359702706,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0360180063,0000003X914A164,"Fuel Surcharge","Shipping Charge Correction Fuel Surcharge",5.31,4.05,2.10,0.00,0.00,2.1,1.95
1Z3X914A0360180063,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0398374515,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.94,4.13,3.34,0.00,0.00,3.34,0.79
1Z3X914A0398374515,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0398374515,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0391708033,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.53,2.64,2.19,0.00,0.00,2.19,0.45
1Z3X914A0391708033,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390900817,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.24,1.69,1.58,0.00,0.00,1.58,0.11
1Z3X914A0290647004,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",13.36,8.72,5.13,0.00,0.00,5.13,3.59
1Z3X914A0290647004,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",5.85,5.85,5.85,0.00,0.00,5.85,0
1Z3X914A0290647004,0000003X914A164,"Residential Fee","Residential Surcharge",6.20,6.20,3.69,40.00,0.11,3.58,2.62
1Z3X914A0358919396,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.56,1.86,1.58,0.00,0.00,1.58,0.28
1Z3X914A0399862414,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,24.38,35.00,0.01,24.37,13.13
1Z3X914A0399862414,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",12.62,10.25,6.75,0.00,0.00,6.75,3.5
1Z3X914A0399862414,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z4542390343064354,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.56,1.86,1.61,0.00,0.00,1.61,0.25
1Z3X914A0399286378,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",6.07,3.73,1.84,0.00,0.00,1.84,1.89
1Z3X914A0398769983,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,24.38,35.00,0.01,24.37,13.13
1Z3X914A0398769983,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,6.93,0.00,0.00,6.93,3.61
1Z3X914A0398769983,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0395963198,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,24.38,35.00,0.01,24.37,13.13
1Z3X914A0395963198,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,6.93,0.00,0.00,6.93,3.61
1Z3X914A0395963198,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z7268320376546819,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",8.23,5.06,2.72,0.00,0.00,2.72,2.34
1Z3X914A0396643291,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",6.13,3.77,1.92,0.00,0.00,1.92,1.85
1Z3X914A0394927087,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.41,1.75,1.61,0.00,0.00,1.61,0.14
1Z3X914A0397874085,0000003X914A164,"Delivery Area Surcharge","Remote Area Surcharge",14.15,14.15,14.15,0.00,0.00,14.15,0
1Z3X914A0397874085,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",5.42,4.35,3.84,0.00,0.00,3.84,0.51
1Z3X914A0393999109,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.44,2.58,2.23,0.00,0.00,2.23,0.35
1Z3X914A0393999109,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391872874,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.63,2.62,2.23,0.00,0.00,2.23,0.39
1Z3X914A0391872874,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391771965,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.94,4.13,3.34,0.00,0.00,3.34,0.79
1Z3X914A0391771965,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0391771965,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0399648469,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.50,2.71,2.23,0.00,0.00,2.23,0.48
1Z3X914A0399648469,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398960051,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.71,2.97,2.13,0.00,0.00,2.13,0.84
1Z3X914A0398960051,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0397760420,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.19,2.12,1.61,0.00,0.00,1.61,0.51
1Z3X914A0396952037,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.59,2.94,1.68,0.00,0.00,1.68,1.26
1Z3X914A0392029542,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.75,2.46,2.11,0.00,0.00,2.11,0.35
1Z3X914A0392029542,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0393808056,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.73,2.69,2.23,0.00,0.00,2.23,0.46
1Z3X914A0393808056,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0393109445,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.24,2.52,2.23,0.00,0.00,2.23,0.29
1Z3X914A0393109445,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0394220152,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.94,4.13,3.34,0.00,0.00,3.34,0.79
1Z3X914A0394220152,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0394220152,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0196733241,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",24.09,13.79,7.09,0.00,0.00,7.09,6.7
1Z3X914A0196733241,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0394659822,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.02,2.46,2.08,0.00,0.00,2.08,0.38
1Z3X914A0394659822,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0391988973,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.94,4.13,3.34,0.00,0.00,3.34,0.79
1Z3X914A0391988973,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",7.70,7.70,7.70,0.00,0.00,7.7,0
1Z3X914A0391988973,0000003X914A164,"Residential Fee","Residential Surcharge",5.65,5.65,3.33,40.00,0.12,3.21,2.44
1Z3X914A0394794391,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",5.47,3.60,2.53,0.00,0.00,2.53,1.07
1Z3X914A0394794391,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0391515956,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.43,2.19,1.58,0.00,0.00,1.58,0.61
1Z3X914A0391318982,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.35,2.64,2.08,0.00,0.00,2.08,0.56
1Z3X914A0391318982,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0390759936,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.24,2.52,2.19,0.00,0.00,2.19,0.33
1Z3X914A0390759936,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398790173,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",9.58,6.13,4.14,0.00,0.00,4.14,1.99
1Z3X914A0398790173,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398441782,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",9.83,6.28,4.14,0.00,0.00,4.14,2.14
1Z3X914A0398441782,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0395032167,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",9.58,6.13,4.14,0.00,0.00,4.14,1.99
1Z3X914A0395032167,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0390923721,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",3.39,2.67,2.08,0.00,0.00,2.08,0.59
1Z3X914A0390923721,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge - Extended",4.90,4.90,3.19,35.00,0.11,3.08,1.82
1Z3X914A0399282998,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.52,2.89,1.79,0.00,0.00,1.79,1.1
1Z3X914A0395922008,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",37.50,37.50,24.38,35.00,0.01,24.37,13.13
1Z3X914A0395922008,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",13.09,10.54,6.93,0.00,0.00,6.93,3.61
1Z3X914A0395922008,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0399152324,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",7.62,4.93,3.33,0.00,0.00,3.33,1.6
1Z3X914A0399152324,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0397333141,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,3.33,0.00,0.00,3.33,1.87
1Z3X914A0397333141,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0397016369,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,3.33,0.00,0.00,3.33,1.87
1Z3X914A0397016369,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0395423959,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",8.06,5.20,3.33,0.00,0.00,3.33,1.87
1Z3X914A0395423959,0000003X914A164,"Delivery Area Surcharge","Delivery Area Surcharge",3.95,3.95,3.95,0.00,0.00,3.95,0
1Z3X914A0398493048,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",2.60,1.81,1.58,0.00,0.00,1.58,0.23
1Z3X914A0399110315,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",4.59,2.94,1.65,0.00,0.00,1.65,1.29
1Z3X914A0395465904,0000003X914A164,"Additional Handling","ADDL. HANDLING WEIGHT",41.50,41.50,26.00,35.00,0.01,25.99,15.51
1Z3X914A0395465904,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",17.31,13.37,8.10,0.00,0.00,8.1,5.27
1Z3X914A0395465904,0000003X914A164,Demand,"DEMAND SURCHARGE-ADDL HANDLING",3.50,3.50,3.50,0.00,0.00,3.5,0
1Z3X914A0396327936,0000003X914A164,"Fuel Surcharge","FUEL SURCHARGE",8.07,5.20,3.33,0.00,0.00,3.33,1.87
